Time,CO,rh,MOS
55650,0.555528892,36.10019482,0.719473569
55680,0.554451969,35.96918178,0.719945931
55710,0.555769254,35.86369207,0.721631046
55740,0.556677908,35.77127646,0.721857038
55770,0.554382238,35.66720177,0.719326954
55800,0.55220055,35.38296551,0.717023467
55830,0.551091377,34.93046948,0.714433923
55860,0.5524255,34.71273978,0.714520492
55890,0.552812523,34.8019804,0.715563746
55920,0.555161062,35.50074447,0.715513262
55950,0.5557969,35.7137225,0.716453167
55980,0.556796892,35.69381836,0.719024767
56010,0.555437523,35.59257782,0.719883446
56040,0.554038485,35.49976787,0.719864215
56070,0.552560123,35.45322582,0.720016862
56100,0.552144254,35.35062168,0.719245223
56130,0.551494817,34.86474517,0.718220092
56160,0.549971185,34.45191939,0.717311315
56190,0.552949538,34.85634397,0.717075754
56220,0.553620215,35.37905747,0.717010862
56250,0.554850962,35.43667419,0.718768062
56280,0.555752625,35.34572603,0.720457058
56310,0.554435123,35.26379549,0.719649077
56340,0.553988015,35.20076718,0.719115408
56370,0.554276083,35.14428962,0.718078167
56400,0.552473577,34.95334425,0.716944746
56430,0.550326931,34.52394234,0.715274085
56460,0.549432308,34.27914511,0.71357035
56490,0.550658677,35.05596109,0.711564946
56520,0.554913469,35.4116071,0.712431523
56550,0.5555433,35.38043205,0.714308923
56580,0.554401469,35.28530016,0.714997638
56610,0.551478385,35.21272548,0.714817354
56640,0.549825542,35.12854194,0.713453167
56670,0.547990385,34.98962796,0.712890654
56700,0.547334169,34.81577926,0.710652677
56730,0.547103377,34.66801917,0.710407477
56760,0.548850992,34.56766809,0.711627431
56790,0.549911475,34.9780463,0.712992233
56820,0.55070055,35.18348585,0.715903683
56850,0.549581746,35.17886835,0.718000023
56880,0.549492815,35.14453948,0.719429123
56910,0.549283662,35.10187393,0.720149062
56940,0.548072154,35.04971661,0.719336554
56970,0.54420835,34.92610656,0.718056033
57000,0.544846185,34.88886923,0.717930331
57030,0.545007238,34.82140544,0.718509646
57060,0.546269254,34.97139716,0.719198338
57090,0.546752431,35.07189281,0.720098585
57120,0.545041708,35.0656834,0.723649767
57150,0.546117831,35.04852603,0.724722415
57180,0.545995215,35.02964357,0.724585362
57210,0.543851592,35.02271272,0.724472708
57240,0.544899077,34.94523842,0.724438746
57270,0.544360608,34.66721234,0.722754838
57300,0.542406283,34.4701157,0.720622417
57330,0.542699523,34.96721651,0.718722392
57360,0.543341354,35.2899338,0.720075762
57390,0.544341377,35.26734766,0.723378631
57420,0.542966362,35.22669539,0.724385862
57450,0.542026075,35.1989149,0.724020867
57480,0.541002431,35.18855802,0.724498831
57510,0.540473592,35.11408804,0.723544515
57540,0.538603385,34.67608511,0.719009631
57570,0.536656262,34.33136677,0.716472377
57600,0.538480777,34.5258175,0.716338969
57630,0.54052085,35.33709877,0.717161475
57660,0.54062505,35.53775421,0.718803425
57690,0.539187515,35.49715273,0.720336577
57720,0.539870208,35.44383505,0.721780062
57750,0.539725992,35.41795467,0.721692331
57780,0.540766854,35.38602584,0.722322169
57810,0.54082555,35.38188319,0.721458375
57840,0.540887046,35.17858062,0.720435131
57870,0.540757246,35.24501752,0.718467554
57900,0.542091385,35.48425606,0.716903885
57930,0.542879846,35.65548788,0.714805323
57960,0.5417318,35.70968184,0.714463567
57990,0.541545677,35.70525804,0.714084177
58020,0.539596177,35.69588187,0.712751238
58050,0.537920692,35.65953317,0.711848615
58080,0.5396146,35.42623288,0.712100292
58110,0.540983192,35.12912921,0.713323354
58140,0.53965105,35.00748474,0.713668
58170,0.540009662,35.10809431,0.715436323
58200,0.541415869,35.38735536,0.716107008
58230,0.541937531,35.55184661,0.716841385
58260,0.542226,35.82128337,0.717424315
58290,0.542494817,35.95911607,0.719104192
58320,0.545394254,35.97202019,0.721242823
58350,0.5439952,35.42739485,0.726204362
58380,0.544653869,34.93168434,0.731895469
58410,0.545848577,34.90927729,0.736879854
58440,0.549040869,34.92429317,0.740394262
58470,0.549526083,35.4993476,0.742050817
58500,0.552343775,36.08298468,0.744147175
58530,0.553812508,36.3721028,0.745509669
58560,0.552884654,36.48409803,0.745841369
58590,0.553307723,36.44477563,0.744496438
58620,0.551826946,36.36886472,0.744490423
58650,0.552143267,36.27621022,0.74381905
58680,0.550752431,36.13171014,0.7434063
58710,0.551454346,36.06931647,0.744857
58740,0.551591377,35.90772192,0.745941138
58770,0.553088954,35.87814693,0.745896677
58800,0.55288545,35.72151517,0.744246133
58830,0.554615392,35.89119785,0.744509662
58860,0.554877446,36.27380341,0.744657508
58890,0.556084154,36.38093047,0.744709177
58920,0.557473992,36.37959286,0.746384133
58950,0.557788492,36.36644273,0.747601008
58980,0.558697942,36.34962432,0.7486667
59010,0.559233185,36.12192669,0.748807731
59040,0.5577284,35.93859871,0.747611823
59070,0.558887054,35.87236785,0.746425515
59100,0.558872615,35.96981678,0.745536108
59130,0.558819738,36.32369501,0.744534892
59160,0.561138033,36.43719776,0.74406905
59190,0.562334162,36.42614099,0.744869008
59220,0.564430308,36.39979017,0.744769262
59250,0.563564915,36.36908789,0.742790892
59280,0.562091369,36.09786984,0.741897854
59310,0.5606068,35.72386398,0.740416692
59340,0.560807325,35.61427784,0.739334683
59370,0.563192331,36.0016841,0.738251231
59400,0.5654207,36.5071473,0.736938738
59430,0.565911092,36.59342289,0.737515654
59460,0.568348577,36.57289702,0.739043315
59490,0.568174508,36.53911766,0.739488317
59520,0.569151454,36.52571735,0.740789692
59550,0.569653892,36.47467599,0.741466377
59580,0.568627415,36.10866214,0.739759654
59610,0.567903869,35.76730163,0.737881046
59640,0.568942725,35.89957706,0.736537808
59670,0.571718769,36.5610387,0.736070938
59700,0.574673108,36.82641659,0.738126231
59730,0.576335958,36.81863278,0.740152383
59760,0.577004831,36.18899989,0.734086569
59790,0.577348577,36.08358526,0.734413508
59820,0.578487992,36.02825992,0.7360998
59850,0.578377633,35.93649504,0.737001342
59880,0.5800457,35.6453828,0.737161085
59910,0.578338969,35.2701897,0.736016846
59940,0.577956754,35.23970087,0.735204369
59970,0.581567354,36.04484126,0.734750023
60000,0.582861992,36.43293111,0.735793
60030,0.583750008,36.42415977,0.738693538
60060,0.585483192,36.35848101,0.740151485
60090,0.586403877,36.29178596,0.7396575
60120,0.587341158,36.24519863,0.739459667
60150,0.5881683,36.21408801,0.738600992
60180,0.587989608,36.06288506,0.73714325
60210,0.587031277,35.86066988,0.734138262
60240,0.586151454,35.70473637,0.731661077
60270,0.587793285,36.06344297,0.729744015
60300,0.588113008,36.3871556,0.728284892
60330,0.586742217,36.4250193,0.728287783
60360,0.587096162,36.40280296,0.729143069
60390,0.587685131,36.36308178,0.728699562
60420,0.586687531,36.31062673,0.728997646
60450,0.585875023,36.23448827,0.729052931
60480,0.585391846,35.93976511,0.729020477
60510,0.583869833,35.59202422,0.727243525
60540,0.582619825,35.70529095,0.725604183
60570,0.584649062,36.28870913,0.724935146
60600,0.585334177,36.42133495,0.724872623
60630,0.585613015,36.37433995,0.725359423
60660,0.586040885,36.33088936,0.725677908
60690,0.585510417,36.28484888,0.726674517
60720,0.584968762,36.22896093,0.726135831
60750,0.584891862,35.97669298,0.726994008
60780,0.582627431,35.61239325,0.726070938
60810,0.581716377,35.32648953,0.726888262
60840,0.585286483,35.7868902,0.727454467
60870,0.588776462,36.36508166,0.729604592
60900,0.590103377,36.41623611,0.732109415
60930,0.593139454,36.34804442,0.734978408
60960,0.594940133,36.29749498,0.735585983
60990,0.594302908,36.26362533,0.7355301
61020,0.592656283,36.22586009,0.734699267
61050,0.593084169,36.09876697,0.7343005
61080,0.593485592,35.8664341,0.734048108
61110,0.592675523,35.67832256,0.734173092
61140,0.594906269,35.7669914,0.735760862
61170,0.595627431,36.28009808,0.736235623
61200,0.596109408,36.41545222,0.738139367
61230,0.598843777,36.3875324,0.739278877
61260,0.598451946,36.35840852,0.7393618
61290,0.597973592,36.31865838,0.738447154
61320,0.598697138,36.28399587,0.737364223
61350,0.595768258,36.07618708,0.73601695
61380,0.594570333,35.85348716,0.733713567
61410,0.594711569,35.49496289,0.7325385
61440,0.593927908,35.33922744,0.7312248
61470,0.594115415,36.24559609,0.729729615
61500,0.599480785,36.67241365,0.729187546
61530,0.599515642,36.66765052,0.729835983
61560,0.5993029,36.62036487,0.729024077
61590,0.597959169,36.57373438,0.728370231
61620,0.597488015,36.54400205,0.726759638
61650,0.597824562,36.52471882,0.726510854
61680,0.595958342,36.43686396,0.7256133
61710,0.596038492,36.06376286,0.724744031
61740,0.595254831,35.7011354,0.724417092
61770,0.594483185,35.54959826,0.724232008
61800,0.595497417,35.98966821,0.723559917
61830,0.598610608,36.62616857,0.724098585
61860,0.601760425,36.77145492,0.72551045
61890,0.601574546,36.75514515,0.725985631
61920,0.6012284,36.72658428,0.725614215
61950,0.601363008,36.71417459,0.725163523
61980,0.602028854,36.69660075,0.723937546
62010,0.600632246,36.68135862,0.721655069
62040,0.598997408,36.49570457,0.720316433
62070,0.597182715,36.18836952,0.718073362
62100,0.595238015,35.8122394,0.716972385
62130,0.597146654,36.05790545,0.716121431
62160,0.598144262,36.67490182,0.715623838
62190,0.59902345,36.91914181,0.717419308
62220,0.601528675,36.90391434,0.71895965
62250,0.600704346,36.84673695,0.718423115
62280,0.5979736,36.79870459,0.716807723
62310,0.597456769,36.74802188,0.716712777
62340,0.595615392,36.70475629,0.715211577
62370,0.594265667,36.54164638,0.713674525
62400,0.591134646,36.31918057,0.711502438
