9.08E-01,5.51E-01,3.45E-01,4.00E-01,0.631537908
9.08E-01,5.55E-01,3.44E-01,3.88E-01,0.618322321
9.09E-01,5.41E-01,3.45E-01,3.82E-01,0.640626193
9.09E-01,5.47E-01,3.43E-01,3.72E-01,0.612763467
9.09E-01,5.31E-01,3.44E-01,3.59E-01,0.716209638
9.10E-01,5.21E-01,3.45E-01,3.49E-01,0.623884266
9.10E-01,5.19E-01,3.43E-01,3.44E-01,0.570638224
9.10E-01,5.03E-01,3.41E-01,3.49E-01,0.581023003
9.11E-01,5.02E-01,3.38E-01,3.64E-01,0.680683535
9.11E-01,4.97E-01,3.35E-01,3.71E-01,0.590130295
9.11E-01,4.93E-01,2.93E-01,3.88E-01,0.609544948
9.12E-01,4.84E-01,2.42E-01,4.11E-01,0.641113421
9.12E-01,4.85E-01,2.88E-01,4.20E-01,0.540074495
9.12E-01,5.06E-01,3.61E-01,4.40E-01,0.592539858
9.13E-01,5.22E-01,3.66E-01,4.64E-01,0.621895947
9.13E-01,5.37E-01,3.59E-01,4.84E-01,0.600060915
9.14E-01,5.40E-01,3.52E-01,4.92E-01,0.54106425
9.14E-01,5.32E-01,3.47E-01,4.97E-01,0.545207314
9.14E-01,5.38E-01,3.47E-01,5.08E-01,0.555919848
9.15E-01,5.37E-01,3.44E-01,5.10E-01,0.573477686
9.15E-01,5.31E-01,3.40E-01,5.06E-01,0.559419609
9.15E-01,5.25E-01,3.40E-01,5.09E-01,0.557294379
9.16E-01,5.22E-01,3.38E-01,5.08E-01,0.613382817
9.16E-01,5.19E-01,3.36E-01,5.07E-01,0.610031712
9.16E-01,5.17E-01,3.34E-01,5.06E-01,0.620503955
9.17E-01,5.15E-01,3.26E-01,5.12E-01,0.625774613
9.17E-01,5.16E-01,2.91E-01,5.21E-01,0.627127819
9.17E-01,5.23E-01,2.48E-01,5.29E-01,0.607404264
9.18E-01,5.35E-01,2.87E-01,5.34E-01,0.644040036
9.18E-01,5.52E-01,3.42E-01,5.34E-01,0.610957802
9.18E-01,5.54E-01,3.45E-01,5.45E-01,0.643577842
9.19E-01,5.75E-01,3.38E-01,5.61E-01,0.626204666
9.19E-01,5.84E-01,3.32E-01,5.78E-01,0.651847589
9.19E-01,6.03E-01,3.33E-01,5.91E-01,0.660492377
9.20E-01,5.97E-01,3.31E-01,5.87E-01,0.67361741
9.20E-01,6.09E-01,3.30E-01,5.90E-01,0.679187854
9.20E-01,6.02E-01,3.28E-01,5.81E-01,0.688411351
9.21E-01,5.91E-01,3.24E-01,5.77E-01,0.677826303
9.21E-01,6.03E-01,3.25E-01,5.79E-01,0.708468378
9.22E-01,5.94E-01,3.25E-01,5.86E-01,0.652993263
9.22E-01,5.91E-01,3.23E-01,5.95E-01,0.659135772
9.22E-01,5.79E-01,3.23E-01,6.01E-01,0.660544917
9.23E-01,5.82E-01,3.18E-01,5.98E-01,0.656112421
9.23E-01,5.85E-01,3.12E-01,5.98E-01,0.688295146
9.23E-01,5.83E-01,2.95E-01,6.01E-01,0.674407515
9.24E-01,5.83E-01,3.10E-01,6.06E-01,0.568845694
9.24E-01,6.09E-01,3.19E-01,6.07E-01,0.652436343
9.24E-01,6.11E-01,3.15E-01,6.09E-01,0.649180736
9.25E-01,6.10E-01,3.11E-01,6.17E-01,0.655924051
9.25E-01,6.13E-01,3.08E-01,6.17E-01,0.69897322
9.25E-01,6.15E-01,3.03E-01,6.05E-01,0.66431634
9.26E-01,6.03E-01,3.02E-01,5.92E-01,0.675784673
9.26E-01,6.11E-01,3.01E-01,5.89E-01,0.62848906
9.26E-01,6.14E-01,3.02E-01,5.83E-01,0.672524585
9.27E-01,6.13E-01,2.99E-01,5.89E-01,0.65583257
9.27E-01,6.10E-01,2.98E-01,5.87E-01,0.659004731
9.27E-01,6.05E-01,2.99E-01,5.80E-01,0.69464364
9.28E-01,5.97E-01,2.82E-01,5.71E-01,0.646847201
9.28E-01,5.91E-01,2.39E-01,5.61E-01,0.721919003
9.28E-01,5.97E-01,1.85E-01,5.62E-01,0.658980779
9.29E-01,6.04E-01,2.26E-01,5.60E-01,0.684013315
9.29E-01,6.18E-01,3.16E-01,5.65E-01,0.626403698
9.29E-01,6.34E-01,3.29E-01,5.82E-01,0.645285845
9.30E-01,6.55E-01,3.22E-01,6.03E-01,0.690629917
9.30E-01,6.58E-01,3.15E-01,6.14E-01,0.681889012
9.31E-01,6.73E-01,3.11E-01,6.19E-01,0.646832521
9.31E-01,6.67E-01,3.08E-01,6.17E-01,0.660308334
9.31E-01,6.79E-01,3.03E-01,6.15E-01,0.633689872
9.32E-01,6.63E-01,2.99E-01,6.09E-01,0.640319454
9.32E-01,6.54E-01,2.95E-01,5.96E-01,0.633180546
9.32E-01,6.40E-01,2.91E-01,5.93E-01,0.638922052
9.33E-01,6.48E-01,2.90E-01,5.84E-01,0.641624138
9.33E-01,6.40E-01,2.88E-01,5.74E-01,0.585247813
9.33E-01,6.26E-01,2.66E-01,5.67E-01,0.592317955
9.34E-01,6.19E-01,2.34E-01,5.61E-01,0.609202667
9.34E-01,6.16E-01,2.28E-01,5.54E-01,0.590537787
9.34E-01,6.17E-01,2.50E-01,5.48E-01,0.621217876
9.35E-01,6.21E-01,3.18E-01,5.43E-01,0.578781722
9.35E-01,6.35E-01,3.22E-01,5.45E-01,0.61427352
9.35E-01,6.41E-01,3.12E-01,5.54E-01,0.617140796
9.36E-01,6.56E-01,3.03E-01,5.61E-01,0.608857296
9.36E-01,6.58E-01,2.96E-01,5.69E-01,0.587162575
9.36E-01,6.56E-01,2.93E-01,5.66E-01,0.589395358
9.37E-01,6.49E-01,2.92E-01,5.62E-01,0.634634814
9.37E-01,6.34E-01,2.88E-01,5.53E-01,0.594742662
9.37E-01,6.31E-01,2.88E-01,5.39E-01,0.598144298
9.38E-01,6.34E-01,2.87E-01,5.37E-01,0.597203529
9.38E-01,6.13E-01,2.84E-01,5.34E-01,0.58189578
9.39E-01,6.08E-01,2.79E-01,5.29E-01,0.60527687
9.39E-01,5.96E-01,2.59E-01,5.28E-01,0.571437446
9.39E-01,5.86E-01,2.48E-01,5.31E-01,0.62307979
9.40E-01,5.88E-01,2.52E-01,5.32E-01,0.627978035
9.40E-01,5.81E-01,2.79E-01,5.29E-01,0.538711399
9.40E-01,5.97E-01,2.87E-01,5.35E-01,0.571681137
9.41E-01,6.02E-01,2.85E-01,5.43E-01,0.564650708
9.41E-01,5.94E-01,2.81E-01,5.34E-01,0.570167994
9.41E-01,5.89E-01,2.78E-01,5.31E-01,0.546838517
9.42E-01,5.76E-01,2.76E-01,5.27E-01,0.566466882
9.42E-01,5.77E-01,2.75E-01,5.32E-01,0.57794835
9.42E-01,5.86E-01,2.72E-01,5.32E-01,0.487376721
9.43E-01,5.77E-01,2.69E-01,5.25E-01,0.575212886
9.43E-01,5.67E-01,2.67E-01,5.24E-01,0.537951273
9.43E-01,5.69E-01,2.64E-01,5.22E-01,0.528343
9.44E-01,5.57E-01,2.61E-01,5.13E-01,0.561589808
9.44E-01,5.58E-01,2.60E-01,5.00E-01,0.521700747
9.44E-01,5.46E-01,2.59E-01,4.86E-01,0.567990069
9.45E-01,5.50E-01,2.39E-01,4.77E-01,0.60048216
9.45E-01,5.32E-01,2.00E-01,4.75E-01,0.565454102
9.45E-01,5.40E-01,2.15E-01,4.81E-01,0.55011993
9.46E-01,5.52E-01,2.73E-01,4.83E-01,0.576584481
9.46E-01,5.54E-01,2.75E-01,4.90E-01,0.530385249
9.47E-01,5.65E-01,2.74E-01,4.98E-01,0.545123405
9.47E-01,5.72E-01,2.72E-01,5.05E-01,0.530876804
9.47E-01,5.82E-01,2.72E-01,5.07E-01,0.575863915
