Time,CO,rh,MOS,vocs,prediction
8.49E-01,4.61E-01,3.90E-01,3.24E-01,0.59930048,5.83E-01
8.50E-01,4.66E-01,3.84E-01,3.33E-01,0.533251598,5.87E-01
8.50E-01,4.64E-01,3.83E-01,3.42E-01,0.565536466,5.89E-01
8.50E-01,4.74E-01,3.81E-01,3.42E-01,0.573545678,5.91E-01
8.51E-01,4.56E-01,3.78E-01,3.48E-01,0.563072818,5.90E-01
8.51E-01,4.46E-01,3.76E-01,3.58E-01,0.594157617,5.91E-01
8.51E-01,4.36E-01,3.60E-01,3.67E-01,0.571738004,5.93E-01
8.52E-01,4.32E-01,3.28E-01,3.75E-01,0.585584376,5.95E-01
8.52E-01,4.23E-01,2.84E-01,3.76E-01,0.654679015,5.94E-01
8.52E-01,4.20E-01,2.94E-01,3.76E-01,0.563533467,5.93E-01
8.53E-01,4.26E-01,3.60E-01,3.75E-01,0.6413908,5.93E-01
8.53E-01,4.39E-01,3.86E-01,3.88E-01,0.634338273,5.99E-01
8.53E-01,4.48E-01,3.85E-01,3.94E-01,0.619591927,6.02E-01
8.54E-01,4.54E-01,3.80E-01,4.07E-01,0.614504849,6.07E-01
8.54E-01,4.66E-01,3.73E-01,4.16E-01,0.654510579,6.12E-01
8.54E-01,4.54E-01,3.68E-01,4.16E-01,0.663890459,6.10E-01
8.55E-01,4.61E-01,3.65E-01,4.11E-01,0.672122965,6.10E-01
8.55E-01,4.42E-01,3.62E-01,4.06E-01,0.690277901,6.05E-01
8.56E-01,4.40E-01,3.61E-01,4.05E-01,0.684224092,6.04E-01
8.56E-01,4.34E-01,3.58E-01,3.91E-01,0.676890942,5.99E-01
8.56E-01,4.32E-01,3.55E-01,3.86E-01,0.712849416,5.98E-01
8.57E-01,4.25E-01,3.00E-01,3.81E-01,0.696989074,5.96E-01
8.57E-01,4.16E-01,2.03E-01,3.70E-01,0.70325505,5.92E-01
8.57E-01,4.03E-01,1.81E-01,3.77E-01,0.684777922,5.92E-01
8.58E-01,4.16E-01,3.19E-01,3.75E-01,0.67646228,5.92E-01
8.58E-01,4.45E-01,3.92E-01,4.00E-01,0.666330928,6.03E-01
8.58E-01,4.56E-01,3.95E-01,4.25E-01,0.662223869,6.13E-01
8.59E-01,4.66E-01,3.82E-01,4.33E-01,0.692543134,6.17E-01
8.59E-01,4.55E-01,3.73E-01,4.29E-01,0.687847013,6.14E-01
8.59E-01,4.69E-01,3.68E-01,4.36E-01,0.728755808,6.18E-01
8.60E-01,4.85E-01,3.63E-01,4.33E-01,0.713826654,6.21E-01
8.60E-01,4.86E-01,3.62E-01,4.38E-01,0.705320787,6.22E-01
8.60E-01,4.89E-01,3.63E-01,4.41E-01,0.71832467,6.23E-01
8.61E-01,4.80E-01,3.58E-01,4.38E-01,0.720690656,6.21E-01
8.61E-01,4.87E-01,3.55E-01,4.40E-01,0.684509506,6.23E-01
8.61E-01,4.70E-01,3.53E-01,4.31E-01,0.667266134,6.18E-01
8.62E-01,4.55E-01,3.51E-01,4.27E-01,0.669172089,6.14E-01
8.62E-01,4.54E-01,3.26E-01,4.34E-01,0.676806261,6.16E-01
8.62E-01,4.35E-01,2.63E-01,4.47E-01,0.70309125,6.18E-01
8.63E-01,4.31E-01,2.58E-01,4.55E-01,0.678956525,6.19E-01
8.63E-01,4.59E-01,3.66E-01,4.68E-01,0.683022788,6.26E-01
8.63E-01,4.54E-01,3.86E-01,4.93E-01,0.702537265,6.33E-01
8.64E-01,4.74E-01,3.79E-01,5.29E-01,0.689796545,6.46E-01
8.64E-01,4.78E-01,3.69E-01,5.57E-01,0.703828196,6.55E-01
8.65E-01,4.91E-01,3.64E-01,5.80E-01,0.67974292,6.64E-01
8.65E-01,4.86E-01,3.60E-01,5.93E-01,0.673865429,6.67E-01
8.65E-01,4.76E-01,3.55E-01,6.01E-01,0.713045976,6.68E-01
8.66E-01,4.70E-01,3.51E-01,6.06E-01,0.732282612,6.68E-01
8.66E-01,4.60E-01,3.52E-01,6.22E-01,0.647719515,6.71E-01
8.66E-01,4.55E-01,3.51E-01,6.36E-01,0.700553583,6.74E-01
8.67E-01,4.47E-01,3.50E-01,6.41E-01,0.699570009,6.74E-01
8.67E-01,4.45E-01,3.48E-01,6.47E-01,0.717899253,6.76E-01
8.67E-01,4.45E-01,3.48E-01,6.47E-01,0.796984778,6.76E-01
8.67E-01,4.40E-01,3.45E-01,6.45E-01,0.694727704,6.74E-01
8.68E-01,4.46E-01,3.37E-01,6.51E-01,0.767866508,6.77E-01
8.68E-01,4.26E-01,3.06E-01,6.56E-01,0.753937927,6.76E-01
8.68E-01,4.29E-01,3.13E-01,6.59E-01,0.727009635,6.77E-01
8.69E-01,4.42E-01,3.38E-01,6.58E-01,0.817177945,6.78E-01
8.69E-01,4.42E-01,3.46E-01,6.63E-01,0.790295394,6.80E-01
8.69E-01,4.50E-01,3.45E-01,6.65E-01,0.782357882,6.81E-01
8.70E-01,4.59E-01,3.45E-01,6.70E-01,0.836613922,6.84E-01
8.70E-01,4.79E-01,3.43E-01,6.71E-01,0.857209945,6.88E-01
8.70E-01,4.82E-01,3.40E-01,6.63E-01,0.859339502,6.86E-01
8.71E-01,4.86E-01,3.36E-01,6.52E-01,0.860510364,6.84E-01
8.71E-01,4.75E-01,3.31E-01,6.39E-01,0.87629097,6.78E-01
8.71E-01,4.66E-01,3.31E-01,6.30E-01,0.879840799,6.75E-01
8.72E-01,4.68E-01,3.31E-01,6.25E-01,0.919661558,6.73E-01
8.72E-01,4.69E-01,3.04E-01,6.27E-01,0.909969376,6.74E-01
8.73E-01,4.73E-01,2.06E-01,6.39E-01,0.929535002,6.80E-01
8.73E-01,4.77E-01,1.24E-01,6.51E-01,0.902895215,6.85E-01
8.73E-01,4.81E-01,1.43E-01,6.57E-01,0.899058736,6.87E-01
8.74E-01,5.07E-01,2.86E-01,6.56E-01,0.870896071,6.89E-01
8.74E-01,5.43E-01,3.70E-01,6.61E-01,0.896090089,6.94E-01
8.74E-01,5.55E-01,3.71E-01,6.73E-01,0.894675999,7.00E-01
8.75E-01,5.80E-01,3.60E-01,6.89E-01,0.901089395,7.08E-01
8.75E-01,5.97E-01,3.54E-01,7.03E-01,0.878852743,7.14E-01
8.75E-01,6.06E-01,3.47E-01,7.13E-01,0.894985828,7.18E-01
8.76E-01,6.27E-01,3.43E-01,7.17E-01,0.865229819,7.22E-01
8.76E-01,6.27E-01,3.42E-01,7.15E-01,0.894640612,7.22E-01
8.76E-01,6.17E-01,3.41E-01,7.10E-01,0.895489282,7.19E-01
8.77E-01,6.15E-01,3.37E-01,7.06E-01,0.905029099,7.18E-01
8.77E-01,6.09E-01,3.36E-01,6.95E-01,0.866550111,7.14E-01
8.77E-01,6.02E-01,3.35E-01,6.80E-01,0.879240146,7.09E-01
8.78E-01,6.01E-01,3.34E-01,6.65E-01,0.824329215,7.05E-01
8.78E-01,5.84E-01,3.33E-01,6.54E-01,0.841889062,6.99E-01
8.78E-01,5.85E-01,3.29E-01,6.46E-01,0.870222326,6.98E-01
8.79E-01,5.84E-01,3.25E-01,6.38E-01,0.870672931,6.95E-01
8.79E-01,5.76E-01,2.61E-01,6.37E-01,0.845475823,6.95E-01
8.79E-01,5.77E-01,1.90E-01,6.23E-01,0.824187358,6.92E-01
8.80E-01,5.75E-01,2.26E-01,6.16E-01,0.852053483,6.89E-01
8.80E-01,6.00E-01,3.48E-01,6.15E-01,0.805794139,6.91E-01
8.81E-01,6.05E-01,3.75E-01,6.16E-01,0.827088012,6.92E-01
8.81E-01,6.01E-01,3.64E-01,6.30E-01,0.840258477,6.95E-01
8.81E-01,6.27E-01,3.54E-01,6.51E-01,0.779394489,7.05E-01
8.82E-01,6.38E-01,3.50E-01,6.61E-01,0.780737497,7.09E-01
8.82E-01,6.56E-01,3.48E-01,6.60E-01,0.795651352,7.12E-01
8.82E-01,6.59E-01,3.42E-01,6.65E-01,0.828240331,7.14E-01
8.83E-01,6.63E-01,3.42E-01,6.64E-01,0.7941362,7.14E-01
8.83E-01,6.67E-01,3.42E-01,6.55E-01,0.81303519,7.12E-01
8.83E-01,6.70E-01,3.41E-01,6.44E-01,0.834878103,7.10E-01
8.84E-01,6.56E-01,3.38E-01,6.28E-01,0.804009335,7.04E-01
8.84E-01,6.40E-01,3.36E-01,6.13E-01,0.777539529,6.97E-01
8.84E-01,6.37E-01,3.34E-01,5.99E-01,0.797896805,6.93E-01
8.85E-01,6.46E-01,3.35E-01,5.95E-01,0.743638139,6.93E-01
8.85E-01,6.27E-01,3.33E-01,5.83E-01,0.799954198,6.87E-01
8.85E-01,6.23E-01,3.32E-01,5.70E-01,0.791452349,6.83E-01
8.86E-01,6.22E-01,3.17E-01,5.63E-01,0.753376834,6.81E-01
8.86E-01,6.11E-01,2.39E-01,5.65E-01,0.792501906,6.81E-01
8.86E-01,6.07E-01,1.90E-01,5.69E-01,0.727529315,6.82E-01
8.87E-01,6.16E-01,2.97E-01,5.63E-01,0.739606645,6.80E-01
8.87E-01,6.34E-01,3.85E-01,5.65E-01,0.782472543,6.82E-01
8.87E-01,6.34E-01,3.88E-01,5.84E-01,0.789371931,6.87E-01
8.88E-01,6.58E-01,3.76E-01,5.96E-01,0.757595771,6.95E-01
8.88E-01,6.74E-01,3.66E-01,6.04E-01,0.739860844,6.99E-01
8.89E-01,6.77E-01,3.63E-01,5.97E-01,0.736208254,6.98E-01
8.89E-01,6.84E-01,3.60E-01,5.90E-01,0.724231986,6.97E-01
8.89E-01,6.69E-01,3.58E-01,5.82E-01,0.765795054,6.93E-01
8.90E-01,6.48E-01,3.58E-01,5.66E-01,0.7602311,6.85E-01
8.90E-01,6.48E-01,3.58E-01,5.49E-01,0.706706753,6.81E-01
8.90E-01,6.35E-01,3.55E-01,5.38E-01,0.812239677,6.75E-01
8.91E-01,6.23E-01,3.52E-01,5.28E-01,0.708239676,6.71E-01
8.91E-01,6.12E-01,3.47E-01,5.17E-01,0.715976764,6.66E-01
8.91E-01,6.15E-01,2.97E-01,5.09E-01,0.742909537,6.65E-01
8.92E-01,6.01E-01,2.82E-01,4.98E-01,0.740453152,6.60E-01
8.92E-01,6.11E-01,3.12E-01,4.93E-01,0.718233807,6.59E-01
8.92E-01,6.04E-01,3.53E-01,4.96E-01,0.711042669,6.58E-01
8.93E-01,6.18E-01,3.62E-01,4.98E-01,0.685636946,6.61E-01
8.93E-01,6.15E-01,3.53E-01,4.95E-01,0.690699918,6.60E-01
8.93E-01,6.21E-01,3.47E-01,4.93E-01,0.708747148,6.60E-01
8.94E-01,6.28E-01,3.44E-01,4.93E-01,0.687342478,6.62E-01
8.94E-01,6.26E-01,3.42E-01,4.93E-01,0.699645573,6.61E-01
8.94E-01,6.22E-01,3.39E-01,4.93E-01,0.722142915,6.61E-01
8.95E-01,6.19E-01,3.35E-01,4.98E-01,0.695331138,6.62E-01
8.95E-01,6.07E-01,3.35E-01,4.94E-01,0.716700266,6.58E-01
8.95E-01,6.16E-01,3.33E-01,4.84E-01,0.705949873,6.57E-01
8.96E-01,6.01E-01,3.19E-01,4.87E-01,0.669279177,6.56E-01
8.96E-01,6.10E-01,2.71E-01,4.88E-01,0.687240025,6.58E-01
8.96E-01,5.85E-01,2.42E-01,4.84E-01,0.625348114,6.53E-01
8.97E-01,5.91E-01,3.42E-01,4.85E-01,0.626984725,6.53E-01
8.97E-01,6.08E-01,3.61E-01,4.94E-01,0.686106249,6.58E-01
8.98E-01,6.27E-01,3.56E-01,5.16E-01,0.640123357,6.68E-01
8.98E-01,6.47E-01,3.49E-01,5.18E-01,0.658341495,6.72E-01
8.98E-01,6.46E-01,3.45E-01,5.06E-01,0.649725295,6.68E-01
8.99E-01,6.21E-01,3.44E-01,4.88E-01,0.655645591,6.59E-01
8.99E-01,6.13E-01,3.41E-01,4.75E-01,0.673463963,6.54E-01
8.99E-01,6.07E-01,3.28E-01,4.61E-01,0.671159789,6.49E-01
9.00E-01,5.98E-01,3.29E-01,4.49E-01,0.68273212,6.44E-01
9.00E-01,5.95E-01,3.34E-01,4.48E-01,0.632884933,6.43E-01
9.00E-01,5.94E-01,3.33E-01,4.49E-01,0.664546124,6.44E-01
9.01E-01,5.77E-01,3.31E-01,4.51E-01,0.67042686,6.41E-01
9.01E-01,5.82E-01,3.30E-01,4.46E-01,0.67016308,6.41E-01
9.01E-01,5.82E-01,3.30E-01,4.43E-01,0.661381843,6.40E-01
9.02E-01,5.86E-01,3.31E-01,4.44E-01,0.659118155,6.40E-01
9.02E-01,5.83E-01,3.33E-01,4.41E-01,0.681078819,6.39E-01
9.02E-01,5.70E-01,3.32E-01,4.46E-01,0.634543333,6.38E-01
9.03E-01,5.65E-01,3.31E-01,4.47E-01,0.626680304,6.38E-01
9.03E-01,5.68E-01,3.29E-01,4.51E-01,0.630190419,6.40E-01
9.03E-01,5.58E-01,3.31E-01,4.49E-01,0.634024117,6.37E-01
9.04E-01,5.48E-01,3.30E-01,4.44E-01,0.618433582,6.34E-01
9.04E-01,5.43E-01,3.34E-01,4.32E-01,0.625063473,6.30E-01
9.04E-01,5.30E-01,3.33E-01,4.16E-01,0.589851062,6.23E-01
9.05E-01,5.18E-01,2.88E-01,4.07E-01,0.599555298,6.19E-01
9.05E-01,5.12E-01,2.14E-01,4.03E-01,0.612802099,6.18E-01
9.06E-01,5.22E-01,1.87E-01,3.98E-01,0.624483682,6.18E-01
9.06E-01,5.24E-01,2.85E-01,3.98E-01,0.618695198,6.17E-01
9.06E-01,5.24E-01,3.44E-01,4.02E-01,0.676518374,6.17E-01
9.07E-01,5.35E-01,3.54E-01,4.10E-01,0.617263646,6.21E-01
9.07E-01,5.52E-01,3.51E-01,4.29E-01,0.610335515,6.30E-01
9.07E-01,5.68E-01,3.46E-01,4.23E-01,0.605239629,6.31E-01
9.08E-01,5.75E-01,3.44E-01,4.15E-01,0.631659985,6.30E-01
9.08E-01,5.51E-01,3.45E-01,4.00E-01,0.631537908,6.21E-01
9.08E-01,5.55E-01,3.44E-01,3.88E-01,0.618322321,6.19E-01
9.09E-01,5.41E-01,3.45E-01,3.82E-01,0.640626193,6.14E-01
9.09E-01,5.47E-01,3.43E-01,3.72E-01,0.612763467,6.12E-01
9.09E-01,5.31E-01,3.44E-01,3.59E-01,0.716209638,6.06E-01
9.10E-01,5.21E-01,3.45E-01,3.49E-01,0.623884266,6.01E-01
9.10E-01,5.19E-01,3.43E-01,3.44E-01,0.570638224,5.99E-01
9.10E-01,5.03E-01,3.41E-01,3.49E-01,0.581023003,5.98E-01
9.11E-01,5.02E-01,3.38E-01,3.64E-01,0.680683535,6.02E-01
9.11E-01,4.97E-01,3.35E-01,3.71E-01,0.590130295,6.04E-01
9.11E-01,4.93E-01,2.93E-01,3.88E-01,0.609544948,6.09E-01
9.12E-01,4.84E-01,2.42E-01,4.11E-01,0.641113421,6.15E-01
9.12E-01,4.85E-01,2.88E-01,4.20E-01,0.540074495,6.17E-01
9.12E-01,5.06E-01,3.61E-01,4.40E-01,0.592539858,6.25E-01
9.13E-01,5.22E-01,3.66E-01,4.64E-01,0.621895947,6.35E-01
9.13E-01,5.37E-01,3.59E-01,4.84E-01,0.600060915,6.43E-01
9.14E-01,5.40E-01,3.52E-01,4.92E-01,0.54106425,6.46E-01
9.14E-01,5.32E-01,3.47E-01,4.97E-01,0.545207314,6.46E-01
9.14E-01,5.38E-01,3.47E-01,5.08E-01,0.555919848,6.50E-01
9.15E-01,5.37E-01,3.44E-01,5.10E-01,0.573477686,6.51E-01
9.15E-01,5.31E-01,3.40E-01,5.06E-01,0.559419609,6.49E-01
9.15E-01,5.25E-01,3.40E-01,5.09E-01,0.557294379,6.49E-01
9.16E-01,5.22E-01,3.38E-01,5.08E-01,0.613382817,6.48E-01
9.16E-01,5.19E-01,3.36E-01,5.07E-01,0.610031712,6.47E-01
9.16E-01,5.17E-01,3.34E-01,5.06E-01,0.620503955,6.47E-01
9.17E-01,5.15E-01,3.26E-01,5.12E-01,0.625774613,6.48E-01
9.17E-01,5.16E-01,2.91E-01,5.21E-01,0.627127819,6.52E-01
9.17E-01,5.23E-01,2.48E-01,5.29E-01,0.607404264,6.56E-01
9.18E-01,5.35E-01,2.87E-01,5.34E-01,0.644040036,6.58E-01
9.18E-01,5.52E-01,3.42E-01,5.34E-01,0.610957802,6.60E-01
9.18E-01,5.54E-01,3.45E-01,5.45E-01,0.643577842,6.64E-01
9.19E-01,5.75E-01,3.38E-01,5.61E-01,0.626204666,6.72E-01
9.19E-01,5.84E-01,3.32E-01,5.78E-01,0.651847589,6.78E-01
9.19E-01,6.03E-01,3.33E-01,5.91E-01,0.660492377,6.85E-01
9.20E-01,5.97E-01,3.31E-01,5.87E-01,0.67361741,6.82E-01
9.20E-01,6.09E-01,3.30E-01,5.90E-01,0.679187854,6.85E-01
9.20E-01,6.02E-01,3.28E-01,5.81E-01,0.688411351,6.82E-01
9.21E-01,5.91E-01,3.24E-01,5.77E-01,0.677826303,6.79E-01
9.21E-01,6.03E-01,3.25E-01,5.79E-01,0.708468378,6.81E-01
9.22E-01,5.94E-01,3.25E-01,5.86E-01,0.652993263,6.82E-01
9.22E-01,5.91E-01,3.23E-01,5.95E-01,0.659135772,6.84E-01
9.22E-01,5.79E-01,3.23E-01,6.01E-01,0.660544917,6.84E-01
9.23E-01,5.82E-01,3.18E-01,5.98E-01,0.656112421,6.83E-01
9.23E-01,5.85E-01,3.12E-01,5.98E-01,0.688295146,6.84E-01
9.23E-01,5.83E-01,2.95E-01,6.01E-01,0.674407515,6.85E-01
9.24E-01,5.83E-01,3.10E-01,6.06E-01,0.568845694,6.86E-01
9.24E-01,6.09E-01,3.19E-01,6.07E-01,0.652436343,6.90E-01
9.24E-01,6.11E-01,3.15E-01,6.09E-01,0.649180736,6.91E-01
9.25E-01,6.10E-01,3.11E-01,6.17E-01,0.655924051,6.93E-01
9.25E-01,6.13E-01,3.08E-01,6.17E-01,0.69897322,6.94E-01
9.25E-01,6.15E-01,3.03E-01,6.05E-01,0.66431634,6.91E-01
9.26E-01,6.03E-01,3.02E-01,5.92E-01,0.675784673,6.85E-01
9.26E-01,6.11E-01,3.01E-01,5.89E-01,0.62848906,6.86E-01
9.26E-01,6.14E-01,3.02E-01,5.83E-01,0.672524585,6.84E-01
9.27E-01,6.13E-01,2.99E-01,5.89E-01,0.65583257,6.86E-01
9.27E-01,6.10E-01,2.98E-01,5.87E-01,0.659004731,6.85E-01
9.27E-01,6.05E-01,2.99E-01,5.80E-01,0.69464364,6.82E-01
9.28E-01,5.97E-01,2.82E-01,5.71E-01,0.646847201,6.79E-01
9.28E-01,5.91E-01,2.39E-01,5.61E-01,0.721919003,6.76E-01
9.28E-01,5.97E-01,1.85E-01,5.62E-01,0.658980779,6.77E-01
9.29E-01,6.04E-01,2.26E-01,5.60E-01,0.684013315,6.77E-01
9.29E-01,6.18E-01,3.16E-01,5.65E-01,0.626403698,6.80E-01
9.29E-01,6.34E-01,3.29E-01,5.82E-01,0.645285845,6.87E-01
9.30E-01,6.55E-01,3.22E-01,6.03E-01,0.690629917,6.96E-01
9.30E-01,6.58E-01,3.15E-01,6.14E-01,0.681889012,7.00E-01
9.31E-01,6.73E-01,3.11E-01,6.19E-01,0.646832521,7.03E-01
9.31E-01,6.67E-01,3.08E-01,6.17E-01,0.660308334,7.02E-01
9.31E-01,6.79E-01,3.03E-01,6.15E-01,0.633689872,7.03E-01
9.32E-01,6.63E-01,2.99E-01,6.09E-01,0.640319454,6.99E-01
9.32E-01,6.54E-01,2.95E-01,5.96E-01,0.633180546,6.94E-01
9.32E-01,6.40E-01,2.91E-01,5.93E-01,0.638922052,6.91E-01
9.33E-01,6.48E-01,2.90E-01,5.84E-01,0.641624138,6.90E-01
9.33E-01,6.40E-01,2.88E-01,5.74E-01,0.585247813,6.86E-01
9.33E-01,6.26E-01,2.66E-01,5.67E-01,0.592317955,6.82E-01
9.34E-01,6.19E-01,2.34E-01,5.61E-01,0.609202667,6.80E-01
9.34E-01,6.16E-01,2.28E-01,5.54E-01,0.590537787,6.78E-01
9.34E-01,6.17E-01,2.50E-01,5.48E-01,0.621217876,6.76E-01
9.35E-01,6.21E-01,3.18E-01,5.43E-01,0.578781722,6.74E-01
9.35E-01,6.35E-01,3.22E-01,5.45E-01,0.61427352,6.77E-01
9.35E-01,6.41E-01,3.12E-01,5.54E-01,0.617140796,6.80E-01
9.36E-01,6.56E-01,3.03E-01,5.61E-01,0.608857296,6.85E-01
9.36E-01,6.58E-01,2.96E-01,5.69E-01,0.587162575,6.88E-01
9.36E-01,6.56E-01,2.93E-01,5.66E-01,0.589395358,6.87E-01
9.37E-01,6.49E-01,2.92E-01,5.62E-01,0.634634814,6.84E-01
9.37E-01,6.34E-01,2.88E-01,5.53E-01,0.594742662,6.79E-01
9.37E-01,6.31E-01,2.88E-01,5.39E-01,0.598144298,6.75E-01
9.38E-01,6.34E-01,2.87E-01,5.37E-01,0.597203529,6.75E-01
9.38E-01,6.13E-01,2.84E-01,5.34E-01,0.58189578,6.71E-01
9.39E-01,6.08E-01,2.79E-01,5.29E-01,0.60527687,6.68E-01
9.39E-01,5.96E-01,2.59E-01,5.28E-01,0.571437446,6.67E-01
9.39E-01,5.86E-01,2.48E-01,5.31E-01,0.62307979,6.66E-01
9.40E-01,5.88E-01,2.52E-01,5.32E-01,0.627978035,6.66E-01
9.40E-01,5.81E-01,2.79E-01,5.29E-01,0.538711399,6.64E-01
9.40E-01,5.97E-01,2.87E-01,5.35E-01,0.571681137,6.68E-01
9.41E-01,6.02E-01,2.85E-01,5.43E-01,0.564650708,6.72E-01
9.41E-01,5.94E-01,2.81E-01,5.34E-01,0.570167994,6.68E-01
9.41E-01,5.89E-01,2.78E-01,5.31E-01,0.546838517,6.66E-01
9.42E-01,5.76E-01,2.76E-01,5.27E-01,0.566466882,6.63E-01
9.42E-01,5.77E-01,2.75E-01,5.32E-01,0.57794835,6.64E-01
9.42E-01,5.86E-01,2.72E-01,5.32E-01,0.487376721,6.66E-01
9.43E-01,5.77E-01,2.69E-01,5.25E-01,0.575212886,6.63E-01
9.43E-01,5.67E-01,2.67E-01,5.24E-01,0.537951273,6.61E-01
9.43E-01,5.69E-01,2.64E-01,5.22E-01,0.528343,6.60E-01
9.44E-01,5.57E-01,2.61E-01,5.13E-01,0.561589808,6.56E-01
9.44E-01,5.58E-01,2.60E-01,5.00E-01,0.521700747,6.52E-01
9.44E-01,5.46E-01,2.59E-01,4.86E-01,0.567990069,6.46E-01
9.45E-01,5.50E-01,2.39E-01,4.77E-01,0.60048216,6.45E-01
9.45E-01,5.32E-01,2.00E-01,4.75E-01,0.565454102,6.42E-01
9.45E-01,5.40E-01,2.15E-01,4.81E-01,0.55011993,6.44E-01
9.46E-01,5.52E-01,2.73E-01,4.83E-01,0.576584481,6.46E-01
9.46E-01,5.54E-01,2.75E-01,4.90E-01,0.530385249,6.48E-01
9.47E-01,5.65E-01,2.74E-01,4.98E-01,0.545123405,6.53E-01
9.47E-01,5.72E-01,2.72E-01,5.05E-01,0.530876804,6.56E-01
9.47E-01,5.82E-01,2.72E-01,5.07E-01,0.575863915,6.58E-01
9.48E-01,5.73E-01,2.72E-01,5.05E-01,0.54550509,6.56E-01
9.48E-01,5.71E-01,2.70E-01,5.04E-01,0.566259505,6.56E-01
9.48E-01,5.77E-01,2.65E-01,5.03E-01,0.553968153,6.56E-01
9.49E-01,5.60E-01,2.61E-01,4.96E-01,0.5737597,6.51E-01
9.49E-01,5.55E-01,2.57E-01,4.94E-01,0.58355279,6.50E-01
9.49E-01,5.49E-01,2.57E-01,4.93E-01,0.574241056,6.49E-01
9.50E-01,5.51E-01,2.38E-01,4.93E-01,0.520721036,6.49E-01
9.50E-01,5.41E-01,1.78E-01,4.87E-01,0.543488493,6.47E-01
9.50E-01,5.39E-01,1.49E-01,4.84E-01,0.544635249,6.46E-01
9.51E-01,5.30E-01,1.18E-01,4.85E-01,0.519072681,6.45E-01
9.51E-01,5.25E-01,8.49E-02,4.92E-01,0.554509775,6.47E-01
9.51E-01,5.36E-01,1.77E-01,4.95E-01,0.505688658,6.48E-01
9.51E-01,5.36E-01,1.77E-01,4.95E-01,0.554870754,6.48E-01
9.52E-01,5.63E-01,2.91E-01,4.91E-01,0.538905796,6.50E-01
9.52E-01,5.81E-01,3.32E-01,4.96E-01,0.521064553,6.54E-01
9.52E-01,5.62E-01,3.26E-01,5.07E-01,0.508842894,6.54E-01
9.53E-01,5.78E-01,3.10E-01,5.21E-01,0.552941156,6.61E-01
9.53E-01,5.81E-01,2.90E-01,5.39E-01,0.526460688,6.66E-01
9.53E-01,5.70E-01,2.77E-01,5.50E-01,0.539308806,6.68E-01
9.54E-01,5.62E-01,2.69E-01,5.53E-01,0.532398755,6.68E-01
9.54E-01,5.52E-01,2.63E-01,5.55E-01,0.562255826,6.67E-01
9.54E-01,5.64E-01,2.59E-01,5.64E-01,0.523585377,6.71E-01
9.55E-01,5.55E-01,2.17E-01,5.69E-01,0.525096202,6.72E-01
9.55E-01,5.38E-01,1.71E-01,5.64E-01,0.515389957,6.68E-01
9.56E-01,5.34E-01,1.41E-01,5.68E-01,0.560834009,6.69E-01
9.56E-01,5.41E-01,1.73E-01,5.79E-01,0.530918218,6.73E-01
9.56E-01,5.47E-01,2.54E-01,5.87E-01,0.509014266,6.75E-01
9.57E-01,5.55E-01,2.79E-01,5.97E-01,0.530554767,6.79E-01
9.57E-01,5.53E-01,2.78E-01,6.09E-01,0.553943892,6.82E-01
9.57E-01,5.52E-01,2.70E-01,6.32E-01,0.505184586,6.88E-01
9.58E-01,5.55E-01,2.66E-01,6.65E-01,0.54974288,6.98E-01
9.58E-01,5.52E-01,2.64E-01,6.84E-01,0.545834854,7.02E-01
9.58E-01,5.40E-01,2.61E-01,6.88E-01,0.549884274,7.01E-01
9.59E-01,5.44E-01,2.59E-01,6.91E-01,0.528555013,7.03E-01
9.59E-01,5.37E-01,2.59E-01,6.94E-01,0.581525067,7.02E-01
9.59E-01,5.36E-01,2.58E-01,6.89E-01,0.52474774,7.01E-01
9.60E-01,5.37E-01,2.43E-01,6.88E-01,0.522081969,7.01E-01
9.60E-01,5.32E-01,2.37E-01,6.85E-01,0.580147909,7.00E-01
9.60E-01,5.30E-01,2.53E-01,6.90E-01,0.550001715,7.00E-01
9.61E-01,5.49E-01,2.61E-01,6.93E-01,0.565642163,7.04E-01
9.61E-01,5.41E-01,2.61E-01,6.93E-01,0.541414566,7.03E-01
9.61E-01,5.47E-01,2.60E-01,6.90E-01,0.569456236,7.03E-01
9.62E-01,5.38E-01,2.56E-01,6.81E-01,0.561589962,6.99E-01
9.62E-01,5.44E-01,2.56E-01,6.79E-01,0.582187376,6.99E-01
9.62E-01,5.44E-01,2.55E-01,6.75E-01,0.528147676,6.99E-01
9.63E-01,5.41E-01,2.56E-01,6.69E-01,0.566338469,6.97E-01
9.63E-01,5.35E-01,2.57E-01,6.58E-01,0.558441599,6.92E-01
9.64E-01,5.31E-01,2.57E-01,6.50E-01,0.569488532,6.90E-01
9.64E-01,5.27E-01,2.54E-01,6.47E-01,0.609824026,6.88E-01
9.64E-01,5.19E-01,2.45E-01,6.52E-01,0.561700605,6.88E-01
9.65E-01,5.24E-01,2.37E-01,6.53E-01,0.575330019,6.90E-01
9.65E-01,5.20E-01,2.33E-01,6.58E-01,0.602588229,6.90E-01
9.65E-01,5.23E-01,2.58E-01,6.58E-01,0.574266399,6.91E-01
9.66E-01,5.31E-01,2.61E-01,6.60E-01,0.582712464,6.92E-01
9.66E-01,5.26E-01,2.59E-01,6.60E-01,0.515823255,6.92E-01
9.66E-01,5.46E-01,2.60E-01,6.57E-01,0.558638468,6.94E-01
