Linear Fit

Slope pid3	Intercept pid3	Slope pid4	Intercept pid4	Slope pid5	Intercept pid5
-2.39686477289e-06	2.38795043271e-05	-6.32431992651e-08	8.9867204705e-06	7.80436491851e-07	2.45886076352e-05
Quadratic Fit

A pid3	B pid3	C pid3	D pid3	A pid4	B pid4	C pid4	D pid4	A pid5	B pid5	C pid5	D pid5
-6.8511763025e-06	-1.08994845036	-2.23964712034e-05	0.329979638105	0.00122662722347	-0.000727270467775	-0.0219111889498	0.000230954401416	-0.000265067137277	-0.0665171966687	4.0000338271e-05	-0.0342479046491



