,Start Time,End Time,Isop,Isop Error,RH,RH Stderr,Pid3 Voltage,Pid4 Voltage,Pid5 Voltage,Pid3 Stderr,Pid4 Stderr,Pid5 Stderr
0,2015-09-16 09:39:43.344000000,2015-09-16 09:40:13.411200000,0.535073619586,0.0155854562189,1.28571127704,0.00527402022322,0.0570355106312,0.0535410057807,0.0556036891362,2.55287202864e-06,6.28870109051e-06,3.23970529543e-06
1,2015-09-16 09:42:18.432000000,2015-09-16 09:43:58.396800000,0.99216692891,5.12418646613e-05,19.276372315,0.0103132859459,0.0579820843856,0.0537035932268,0.0560893827672,2.44707047894e-06,5.90757143955e-06,3.03230930782e-06
2,2015-09-16 09:48:48.441600000,2015-09-16 09:50:28.492800000,0.992306673414,5.60791778373e-05,48.2149545509,0.0068596586315,0.0588054245654,0.053853995005,0.0572199032867,2.69682246398e-06,5.74604606453e-06,2.93529713879e-06
3,2015-09-16 09:53:48.595200000,2015-09-16 09:55:28.560000000,0.992482132317,5.22504196586e-05,20.9299322806,0.00449432494088,0.0576286305894,0.0536645861439,0.0563108966733,2.49779335269e-06,5.48326216034e-06,2.85508648538e-06
4,2015-09-16 10:04:33.657600000,2015-09-16 10:06:13.708800000,0.992564292098,5.40630418011e-05,57.1554027582,0.00400479252941,0.0581326024675,0.0537760420679,0.0572154864136,2.29849904211e-06,2.78514405638e-06,1.77001278791e-06
5,2015-09-16 10:22:48.864000000,2015-09-16 10:24:28.915200000,0.992257723347,5.0564601487e-05,69.8666109328,0.0046360720704,0.0578766921279,0.054042171029,0.0571704833566,1.60636510125e-06,9.31062499869e-07,9.08983680266e-07
6,2015-09-16 10:31:04.108800000,2015-09-16 10:32:44.073600000,0.992019980414,5.45874017127e-05,31.5427622781,0.00484708459494,0.0573453282064,0.0537058512096,0.0570034999001,1.75135236241e-06,9.40420088023e-07,9.81772568477e-07
0,2015-09-16 10:38:04.358400000,2015-09-16 10:39:44.323200000,0.991788988297,5.39560764557e-05,47.1758485739,0.00265569235116,0.0576204724701,0.0537558566771,0.0571805745712,1.68050398069e-06,9.42009703597e-07,2.82442530761e-06
1,2015-09-16 11:01:04.771200000,2015-09-16 11:02:44.822400000,0.98938842815,5.69711228631e-05,10.5229378207,0.00507096869309,0.0566841808891,0.0535312017505,0.0554578295549,1.8034502262e-06,1.51778653738e-06,1.73428923093e-06
2,2015-09-16 11:11:35.059200000,2015-09-16 11:13:15.024000000,0.991796237249,5.33505822304e-05,37.1987510533,0.00282453507727,0.0576400098202,0.0537430775325,0.0572917174559,1.7961045755e-06,1.8091869147e-06,1.66466810507e-06
3,2015-09-16 11:21:35.193600000,2015-09-16 11:23:15.158400000,0.991850536123,5.38186994409e-05,53.5428310333,0.00372510964345,0.05783636002,0.053840436034,0.0573342192523,1.70261219223e-06,1.38897249475e-06,8.95022477554e-07
4,2015-09-16 11:37:20.668800000,2015-09-16 11:39:00.633600000,0.991614225711,5.50365398933e-05,9.04373020358,0.00221984755801,0.0565964031069,0.0535167326673,0.0554530139216,1.79835176508e-06,1.56645766064e-06,1.65006673547e-06
5,2015-09-16 11:42:35.683200000,2015-09-16 11:44:15.648000000,0.991761090572,5.34902764371e-05,36.2747439247,0.00674743186326,0.0576138414974,0.0537250051959,0.0572943625142,1.8746897383e-06,1.83546270514e-06,1.88191943057e-06
6,2015-09-16 13:01:52.348800000,2015-09-16 13:03:32.400000000,0.988774863935,5.75473879096e-05,89.3505188116,0.00437061903057,0.0583657582651,0.054563473956,0.0574546565745,9.35937245014e-07,2.90035866471e-06,9.67026395103e-07
0,2015-09-16 13:18:36.835200000,2015-09-16 13:20:16.886400000,1.8470554679,0.00073943633487,18.6574026539,0.00365209532258,0.0565695765584,0.0537346705782,0.0559352297315,9.40482317579e-07,1.58709426687e-06,9.50680353816e-07
1,2015-09-16 13:30:36.979200000,2015-09-16 13:32:16.943999999,1.84601728051,6.17074205691e-05,45.1322099792,0.0027556606074,0.0574829521479,0.0538789948402,0.0571439618074,1.32990261745e-06,1.28894742757e-06,9.10170182451e-07
2,2015-09-16 13:35:52.080000000,2015-09-16 13:37:32.131200000,1.84569832546,6.5231074658e-05,64.6028537841,0.0141531437545,0.0574079964635,0.0540117468731,0.0571169494761,1.17767565303e-06,1.29337452544e-06,8.20577016066e-07
3,2015-09-16 13:46:37.142400000,2015-09-16 13:48:17.193600000,1.84568485777,6.48100139004e-05,22.633558709,0.0024474272525,0.0568751526673,0.0537565798501,0.0563205811888,1.61804095135e-06,1.1097100889e-06,1.08989985851e-06
4,2015-09-16 13:52:22.310400000,2015-09-16 13:54:02.275200000,1.8458364695,6.20300576328e-05,46.445505641,0.00482285788812,0.0574918366134,0.053850593986,0.057096680979,1.65854049009e-06,1.03248366683e-06,9.16229840226e-07
5,2015-09-16 14:04:07.420800000,2015-09-16 14:05:47.385600000,1.84592334921,6.55041378297e-05,75.2393967796,0.00321718189451,0.0577729957616,0.0541453601301,0.0571668161302,9.33709945673e-07,1.31317995197e-06,9.18430413193e-07
6,2015-09-16 14:15:07.516799999,2015-09-16 14:16:47.481600000,1.84613657451,6.45547272925e-05,34.8587302112,0.00270102698907,0.057270481988,0.0538239247652,0.0569871470929,9.81809058787e-07,1.34134764765e-06,9.85150859729e-07
7,2015-09-16 14:20:52.512000000,2015-09-16 14:22:32.563200000,1.85006308149,6.46670234874e-05,61.4159749477,0.00675757635147,0.0573518918737,0.0539730251937,0.0569927906072,1.27843605739e-06,1.36277235508e-06,8.97926101616e-07
0,2015-09-16 14:45:58.895999999,2015-09-16 14:47:38.947200000,0.758393664482,4.80546523628e-05,23.9259172226,0.00592850897416,0.0569002947353,0.0537243692725,0.0563862239261,1.68937982968e-06,1.14894483555e-06,1.15246011825e-06
1,2015-09-16 14:55:14.016000000,2015-09-16 14:56:54.067200000,0.758376325786,4.92060539086e-05,66.5400303486,0.00403298624728,0.0574768029884,0.0539837596467,0.0569633193876,1.48685494579e-06,1.22075665701e-06,8.36707698752e-07
2,2015-09-16 15:01:44.112000000,2015-09-16 15:03:24.076800000,0.757514546865,5.5302488987e-05,13.8060421515,0.0048279331315,0.0565830098302,0.05367863223,0.055709439072,1.79982793063e-06,1.22492789721e-06,1.25480391034e-06
3,2015-09-16 15:09:29.116800000,2015-09-16 15:11:09.168000000,0.758573263772,4.90947977537e-05,50.659906622,0.00362625022627,0.0574877028538,0.0538373199301,0.0569680757365,1.7118246949e-06,1.03000730999e-06,9.5561385334e-07
4,2015-09-16 15:19:59.232000000,2015-09-16 15:21:39.283200000,0.758544107196,4.90442428449e-05,10.4483922303,0.00330882431101,0.0564969654967,0.0535845553347,0.0554066378122,1.79362511306e-06,8.96624126983e-07,9.66502186977e-07
5,2015-09-16 15:26:14.380800000,2015-09-16 15:27:54.431999999,0.758465789383,4.84722534348e-05,44.1663663167,0.00544065230626,0.0575662145826,0.0537909308392,0.0570754440859,1.6376608696e-06,9.18323502607e-07,1.04679458829e-06
0,2015-09-16 15:49:08.400000000,2015-09-16 15:50:48.451199999,1.6426238682,6.06397698707e-05,71.176095315,0.0027301313719,0.0576236553928,0.0541209075281,0.0570447177546,8.73033942743e-07,1.53367753232e-06,8.94989558189e-07
1,2015-09-16 16:01:09.840000000,2015-09-16 16:02:49.891200000,1.642467881,6.22709500932e-05,32.4932753808,0.00297922676314,0.0572270603896,0.0537805313586,0.0569584772228,9.20281146144e-07,1.34431103848e-06,1.18172305618e-06
2,2015-09-16 16:16:10.128000000,2015-09-16 16:17:50.179200000,1.64201604743,6.07062426937e-05,9.95484975753,0.00179238444924,0.056568450706,0.0535605912787,0.0553188042488,1.74711997209e-06,8.81457802e-07,9.3858822318e-07
3,2015-09-16 16:30:25.315200000,2015-09-16 16:32:05.366400000,1.64195071866,5.9294338355e-05,56.9086448313,0.00288495493337,0.057739132038,0.0539078453831,0.0571585344268,1.67861038958e-06,8.9789912049e-07,8.71069831543e-07
4,2015-09-16 16:45:40.723200000,2015-09-16 16:47:20.688000000,1.63920235178,6.9043144259e-05,84.82694624,0.0185028049079,0.0583837826174,0.0543480585814,0.0574814375125,1.44225242052e-06,1.70090924042e-06,1.09109267612e-06
5,2015-09-16 16:54:25.862400000,2015-09-16 16:56:05.827200000,1.64231253286,6.20968572927e-05,13.3156564629,0.00698109596214,0.0565840535931,0.0537155713043,0.0557912497835,9.24304744035e-07,1.57311768043e-06,1.37424066261e-06
6,2015-09-16 16:57:40.867200000,2015-09-16 16:59:20.831999999,1.64219555186,6.22193766567e-05,39.3577441752,0.0130706090543,0.0577219761339,0.0538089709391,0.0573430059241,1.71984075202e-06,1.34873504911e-06,1.19858125938e-06
0,2015-09-17 09:52:21.244800000,2015-09-17 09:54:01.296000000,0.640062766061,5.07787173615e-05,4.12011541473,0.000985965889731,0.0571591154457,0.0535291875624,0.05555378553,2.28813168839e-06,7.05116439972e-06,2.95579287353e-06
1,2015-09-17 09:59:36.268800000,2015-09-17 10:01:16.320000000,0.640188005717,5.02677109593e-05,17.8314510854,0.00298327064415,0.0576687419481,0.0536197091808,0.0559406542358,2.26161712005e-06,6.78959781026e-06,2.85494040339e-06
2,2015-09-17 10:17:21.494400000,2015-09-17 10:19:01.459200000,0.639833699809,4.79819080366e-05,57.8965788816,0.00253623472517,0.0581474333542,0.0537927033463,0.0573697036823,2.12634861509e-06,2.90846910119e-06,1.67638064884e-06
3,2015-09-17 10:40:37.027200000,2015-09-17 10:42:17.078400000,0.640085524698,4.81281238812e-05,94.1347688126,0.00367177632207,0.0590392533766,0.0543653293806,0.0578825024775,1.54603857239e-06,1.07566743652e-06,9.76676851156e-07
4,2015-09-17 11:00:52.329600000,2015-09-17 11:02:32.380800000,0.639868344558,5.03359479735e-05,33.1632346059,0.00228040429781,0.0572978768032,0.0536474534366,0.0570296354146,1.68291700263e-06,9.59906144668e-07,1.13896619066e-06
5,2015-09-17 11:11:37.478400000,2015-09-17 11:13:17.443200000,0.63960342205,4.97061759392e-05,50.6921430116,0.00245778330546,0.0576375960952,0.053727303027,0.0572035269805,1.7090808929e-06,8.71403629922e-07,9.60009091805e-07
6,2015-09-17 11:35:57.811200000,2015-09-17 11:37:37.948800000,0.631779299329,4.94727783444e-05,22.8326568418,0.00155197197264,0.0570330633799,0.0535583961985,0.0557822947986,1.73489228115e-06,1.06472297427e-06,9.3852012795e-07
7,2015-09-17 11:41:57.926400000,2015-09-17 11:43:38.323200000,0.631808867467,5.03124582725e-05,56.0691274708,0.00904760566013,0.0577947407093,0.053726342574,0.0567423350549,1.79327735527e-06,1.12461663357e-06,8.8618143824e-07
8,2015-09-17 11:46:58.339200000,2015-09-17 11:48:38.390400000,0.631822846467,4.99620963471e-05,22.310759542,0.0107617377964,0.0571983154146,0.053585982997,0.0562038732667,1.9870117073e-06,1.06422993214e-06,1.93687824735e-06
9,2015-09-17 12:03:13.795200000,2015-09-17 12:04:53.760000000,0.631725632041,4.87813316106e-05,86.8502365987,0.0060719195392,0.0584853737984,0.0541606874592,0.0572580088622,1.63799621525e-06,1.15391657181e-06,9.50587732652e-07
0,2015-09-17 12:19:51.542400000,2015-09-17 12:21:31.507200000,0.263186255966,4.79681097608e-05,29.7307757734,0.00201331579542,0.0571734796004,0.0536080345554,0.0565400507193,1.7205814215e-06,9.82040326679e-07,1.03070921748e-06
1,2015-09-17 12:50:37.219200000,2015-09-17 12:52:17.270400000,0.263102533115,4.79347741668e-05,8.98457537563,0.00108242628511,0.0567826191209,0.0534716290709,0.054714226044,1.94482093622e-06,1.92761753548e-06,9.07201204755e-07
2,2015-09-17 13:11:37.449600000,2015-09-17 13:13:17.500800000,0.263237546185,4.81147214091e-05,46.9764043899,0.00271929500363,0.0579599982817,0.0536768341558,0.0568759951038,1.77965856446e-06,1.28925689696e-06,1.0593565119e-06
3,2015-09-17 13:18:37.526400000,2015-09-17 13:20:17.923200000,0.263133398557,4.81741490085e-05,10.8425913288,0.00530051565597,0.0567262810789,0.0535006464114,0.0550423825475,1.94614607363e-06,1.23146779513e-06,1.36010844128e-06
4,2015-09-17 13:31:08.083200000,2015-09-17 13:32:48.134400000,0.263203462697,4.84939640911e-05,25.8338528347,0.00154572202315,0.0572491119481,0.0535815416983,0.0560345847852,1.805771999e-06,1.60650541918e-06,9.29968871456e-07
5,2015-09-17 13:42:08.179200000,2015-09-17 13:43:48.230400000,0.263165727327,4.85859559183e-05,52.1795466722,0.00436600773762,0.0578744619381,0.0536886824476,0.0568492272378,1.81467105477e-06,1.26386074277e-06,9.25425783894e-07
6,2015-09-17 13:54:53.337600000,2015-09-17 13:56:33.302400000,0.263111971239,4.83686198531e-05,84.2656994419,0.00371155753251,0.0583332498202,0.0540473593007,0.0571929260839,1.61383777283e-06,9.85783142332e-07,8.82508014611e-07
7,2015-09-17 14:05:08.419199999,2015-09-17 14:06:48.470399999,0.263133919606,4.85458713382e-05,12.4733453094,0.00585029902261,0.0565802432667,0.053510039041,0.0552760061838,1.76639062378e-06,9.81398839615e-07,1.16791484173e-06
8,2015-09-17 14:15:38.620800000,2015-09-17 14:17:18.585600000,0.263118537166,5.05206034822e-05,46.4587493966,0.00255010778572,0.0577745011788,0.0536542695804,0.0569085975225,1.71202871911e-06,8.49635848672e-07,9.53451455281e-07
9,2015-09-17 14:31:08.716800000,2015-09-17 14:32:48.768000000,0.26317132432,4.77294228142e-05,94.8819483553,0.0103910135645,0.0589921046154,0.0542894584965,0.0576803148826,9.43684854267e-07,1.55073240919e-06,1.03987542205e-06
0,2015-09-17 14:48:23.270400000,2015-09-17 14:50:03.321600000,0.389149238672,4.93387738239e-05,44.3483894355,0.0028819545379,0.0574318089177,0.0536495023798,0.0569274596404,8.81429488444e-07,1.58478662165e-06,9.39561804718e-07
1,2015-09-17 14:56:53.375999999,2015-09-17 14:58:33.427200000,0.389097958232,4.73004107213e-05,50.9090111684,0.00226071573152,0.0574582808569,0.0536663122973,0.0568677035143,1.39079890289e-06,1.38744947374e-06,9.69511228391e-07
2,2015-09-17 15:14:40.588800000,2015-09-17 15:16:20.640000000,0.389123091756,4.8054270608e-05,46.1472011574,0.00235481496115,0.0574310779221,0.0536314723185,0.0568281220606,1.6958075206e-06,1.21840811335e-06,8.69500242151e-07
3,2015-09-17 15:27:55.814400000,2015-09-17 15:29:35.865600000,0.389175325764,4.80036751375e-05,83.8336785742,0.00535254924546,0.0581031374925,0.0540444171429,0.057218664955,8.54869860112e-07,1.74117991854e-06,9.08170019676e-07
4,2015-09-17 15:41:11.126400000,2015-09-17 15:42:51.091199999,0.389157055718,4.77096151758e-05,42.8212767704,0.0216172550401,0.0574569926773,0.0536373600599,0.0569507234665,8.32824495068e-07,1.73747175508e-06,9.636967771e-07
5,2015-09-17 16:07:41.404800000,2015-09-17 16:09:21.369600000,0.389137856926,4.85223430666e-05,21.292934378,0.00257714682937,0.0568496619676,0.0535173372627,0.0555352923991,1.67253438386e-06,9.20527206916e-07,8.73116849684e-07
6,2015-09-17 16:13:26.400000000,2015-09-17 16:15:06.451200000,0.38913776299,4.79646931055e-05,25.0025889675,0.00376950445383,0.0570366564336,0.0535318163237,0.0557605292108,1.73237854499e-06,9.39734373947e-07,9.26745425666e-07
0,2015-09-18 10:14:33.532800000,2015-09-18 10:16:13.497600000,1.92609205631,6.48666379306e-05,1.67218982357,0.0057818665189,0.0573646275225,0.0535516065634,0.054630817134,2.51711178308e-06,8.34470647057e-06,1.73984439668e-06
1,2015-09-18 10:20:33.820800000,2015-09-18 10:22:13.958400000,1.92623970156,5.71164512953e-05,33.6178885973,0.00765665860053,0.0588219815461,0.053731580381,0.0556741653308,2.35004358636e-06,7.97523132044e-06,1.06853088117e-06
2,2015-09-18 10:27:04.435200000,2015-09-18 10:28:44.572800000,1.92630558122,5.69196097977e-05,12.1306161471,0.00318789562089,0.0577134935164,0.0536121245927,0.0548975512905,2.32872763094e-06,7.3997621e-06,1.00155415953e-06
3,2015-09-18 10:40:04.972800000,2015-09-18 10:41:45.024000000,1.92634102457,6.34704465012e-05,73.1249002095,0.00512828828077,0.0587284681119,0.0539385634466,0.0569187407182,2.31976240975e-06,3.81241567591e-06,1.01832738055e-06
4,2015-09-18 10:47:50.150400000,2015-09-18 10:49:30.201600000,1.92638656491,6.3362188542e-05,36.3394739949,0.00243664351287,0.0579123883172,0.0536801768119,0.0565980385304,2.07272897408e-06,2.79601618417e-06,8.7982031317e-07
