0,368.1434
1,308.45605
2,317.14215
3,315.01315
4,326.4631
5,321.4125
6,298.24749999999995
7,308.3770999999999
8,289.68760000000003
9,289.40625000000006
10,285.60845
11,293.6304
12,303.82475
13,286.03285000000005
14,301.68085
15,301.82385
16,297.1589
17,285.48875
18,274.2932
19,274.71745000000004
20,280.39205
21,279.52809999999994
22,276.9009
23,290.1876
24,289.9268
25,284.24855
26,287.991
27,270.85335000000003
28,277.2845
29,281.79065
30,297.93455
31,274.59155
32,265.61835
33,260.33164999999997
34,265.23134999999996
35,256.68185000000005
36,260.41545
37,332.42544999999996
38,344.62485
39,325.9679
40,311.8988
41,310.45705000000004
42,307.99265
43,309.06720000000007
44,309.33360000000005
45,298.5253
46,301.6961
47,290.07255
48,291.2561
49,294.71434999999997
50,298.28760000000005
51,290.5349
52,292.4081
53,296.569
54,292.5155500000001
55,289.02909999999997
56,279.48915
57,272.8269
58,271.4939
59,289.2337
60,275.094
61,264.22254999999996
62,265.3655
63,268.5003
64,260.77285
65,266.08329999999995
66,267.3173
67,266.25849999999997
68,273.04345
69,258.06875
70,265.6832
71,259.14515
72,266.79570000000007
73,262.31175
74,268.52425000000005
75,268.83774999999997
76,255.40015
77,268.9629
78,245.75325000000004
79,243.35564999999997
80,256.6183
81,256.9146
82,255.37514999999996
83,249.05264999999997
84,248.49155000000002
85,243.23985
86,241.87655
87,238.76575
88,239.70475
89,246.43425000000002
90,239.88420000000002
91,240.3554
92,242.41315
93,237.4406
94,235.90665
95,235.93284999999997
96,235.89535
97,240.70955000000004
98,238.51685
99,233.92755
100,242.96980000000002
101,242.926
102,242.27579999999998
103,245.39170000000001
104,245.1387
105,249.46779999999998
106,250.20869999999996
107,238.2619
108,236.52445
109,236.49764999999996
110,239.3781
111,241.49910000000006
112,245.41379999999998
113,238.20895000000002
114,243.03259999999995
115,252.50619999999998
116,248.94325000000003
117,243.51435000000004
118,235.57890000000003
119,241.30715
120,245.28169999999994
121,239.5245
122,262.5386
123,251.84645000000006
124,235.72199999999998
125,241.6594
126,249.20334999999997
127,241.0686
128,235.83249999999998
129,225.35625000000002
