TheTime,C2H6,CH4,H2O,CH3OH,CH4_A
3558362657,0.9794198,1894.951,14431490,34.10239,1882.593
3558362658,0.9542453,1882.593,14364800,32.97463,1890.93
3558362659,1.076257,1916.27,14369950,31.65283,1916.285
3558362660,1.095397,1871.427,14316430,35.8469,1871.293
3558362661,0.77737,1903.759,14357440,28.17164,1903.865
3558362662,0.7965161,1881.811,14372270,26.67561,1881.842
3558362663,1.010888,1881.811,14410530,31.73477,1899.444
3558362664,0.987097,1899.444,14334330,32.01108,1883.793
3558362665,0.7477473,1925.536,14333000,25.7156,1925.536
3558362666,0.9556428,1925.536,14381950,29.59629,1919.075
3558362667,1.024153,1919.075,14392240,28.92996,1900.22
3558362668,1.008322,1900.22,14392590,30.98276,1886.479
3558362669,0.9105191,1916.058,14428040,28.04158,1916.147
3558362670,0.9017942,1854.393,14384320,33.33721,1854.281
3558362671,1.029025,1900.168,14374660,29.30504,1900.157
3558362672,1.030147,1900.168,14402780,27.64045,1907.794
3558362673,0.949612,1907.794,14371110,32.25598,1892.577
3558362674,1.001408,1892.577,14389100,28.51979,1875.459
3558362675,0.9779596,1895.761,14399680,31.11055,1895.788
3558362676,0.763311,1873.942,14303650,29.14396,1873.711
3558362677,1.041528,1898.642,14442240,30.48078,1898.978
3558362678,0.9835586,1871.801,14363190,34.83467,1871.609
3558362679,0.8374301,1903.268,14326210,28.47952,1903.185
3558362680,1.039211,1904.304,14428240,28.5808,1904.546
3558362681,1.085504,1868.818,14399440,31.98708,1868.746
3558362682,0.8374387,1898.925,14333780,25.36547,1898.775
3558362683,0.9913571,1868.991,14369660,32.96536,1869.07
3558362684,0.7570105,1893.661,14313560,29.2315,1893.533
3558362685,0.9479484,1889.579,14438480,30.97778,1889.874
3558362692,0.8225414,1930.193,14435460,25.84358,1930.19
3558362693,0.8123272,1930.193,14412580,22.61915,1917.619
3558362694,1.090884,1911.94,14513120,28.4051,1912.181
3558362695,1.011146,1911.94,14455550,29.52032,1897.319
3558362696,1.001811,1897.319,14523920,27.68363,1888.359
3558362697,0.9873269,1888.359,14498050,27.82085,1901.896
3558362698,0.9588591,1901.896,14497100,24.73855,1910.538
3558362699,0.7460431,1910.538,14454150,24.29236,1910.178
3558362700,0.7763907,1910.178,14443050,23.02031,1926.028
3558362701,0.7616416,1926.028,14478010,24.33107,1927.128
3558362702,0.7812425,1927.128,14423350,22.04129,1937.686
3558362703,0.9402348,1899.792,14512090,27.32521,1899.999
3558362704,1.007939,1899.792,14457110,30.32266,1905.533
3558362705,1.103081,1905.533,14521320,27.56178,1908.954
3558362706,1.020369,1908.954,14486060,24.34071,1924.311
3558362707,1.016635,1924.311,14490360,27.16182,1909.59
3558362708,0.8150025,1941.092,14490810,24.4542,1941.096
3558362709,0.9734262,1912.419,14535590,24.34244,1912.521
3558362710,0.7374672,1892.526,14456580,20.01949,1892.34
3558362711,0.9895407,1913.203,14460060,31.30533,1913.215
3558362712,0.8301449,1889.07,14443610,29.79155,1889.027
3558362713,0.9707537,1909.799,14479540,27.09723,1909.889
3558362714,0.8592099,1885.528,14515970,25.81516,1885.61
3558362715,1.049317,1908.989,14479500,28.48003,1908.906
3558362716,0.9317728,1867.811,14493600,26.3814,1867.837
3558362717,1.029296,1891.689,14520330,26.66555,1891.759
3558362718,1.086872,1891.689,14517600,30.75917,1881.504
3558362719,0.9850344,1902.601,14509450,27.43137,1902.584
3558362720,1.056411,1864.785,14472100,32.83668,1864.691
3558362721,1.060179,1845.721,14483580,31.49983,1845.75
3558362722,1.010883,1845.721,14438750,31.79808,1862.589
3558362723,1.129348,1862.589,14457360,32.45134,1868.248
3558362724,1.011814,1893.227,14432870,31.22759,1893.171
3558362725,1.074476,1893.227,14461720,33.09758,1875.721
3558362726,1.030734,1875.721,14490350,31.08117,1889.896
3558362727,1.053921,1868.967,14451950,29.92787,1868.875
3558362728,0.9623797,1868.967,14505670,27.64985,1875.412
3558362729,0.9880166,1875.412,14550930,23.10674,1892.422
3558362730,0.9704531,1892.422,14463830,25.17101,1888.843
3558362731,0.8985591,1888.843,14415380,29.93073,1895.558
3558362732,1.06469,1895.558,14473820,30.64323,1882.214
3558362733,0.999529,1882.214,14492060,28.37257,1868.491
3558362734,1.0838,1868.491,14506520,32.76284,1868.571
3558362735,1.045603,1868.571,14492770,31.91006,1867.189
3558362736,0.7688138,1919.328,14448580,24.42484,1919.226
3558362737,0.7627913,1919.328,14502890,19.59645,1911.17
3558362738,0.9692987,1911.17,14543010,24.1354,1905.59
3558362739,0.9322502,1927.043,14546590,24.1191,1927.054
3558362740,0.8163912,1902.512,14462530,26.25498,1902.307
3558362741,0.8472348,1902.512,14508580,23.847,1906.655
3558362742,1.106837,1906.655,14543100,25.52504,1909.699
3558362743,0.7764683,1909.699,14490530,26.01928,1917.05
3558362744,0.7773682,1917.05,14526800,22.67922,1906.56
3558362745,1.068806,1906.56,14518340,28.59949,1900.085
3558362746,1.004139,1900.085,14527590,25.94421,1913.797
3558362747,0.9450052,1913.797,14552500,23.60027,1914.224
3558362748,1.011634,1868.611,14519900,28.22814,1868.53
3558362749,1.0261,1868.611,14552000,28.10988,1879.349
3558362750,1.071827,1879.349,14525250,30.22604,1881.173
3558362751,0.8256391,1900.2,14509700,24.68141,1900.165
3558362752,1.054149,1900.2,14553800,25.03996,1903.351
3558362753,0.9817778,1903.351,14538030,25.31917,1919.707
3558362754,1.038607,1888.122,14533530,28.21061,1888.108
3558362755,1.029526,1863.843,14516350,29.23717,1863.803
3558362756,1.015398,1894.946,14465280,29.70335,1894.831
3558362757,1.082175,1894.946,14502110,24.86077,1883.257
3558362758,0.7876472,1919.199,14475900,27.88288,1919.138
3558362759,1.024997,1879.201,14472340,32.12743,1879.185
3558362760,0.9785539,1879.201,14466140,28.13048,1868.243
3558362761,0.9415574,1868.243,14462960,28.9979,1883.64
3558362762,1.027222,1883.64,14478300,27.1349,1876.402
3558362763,0.9889506,1876.402,14511650,26.21339,1882.471
3558362764,1.019857,1882.471,14455070,29.17991,1880.94
3558362765,1.026557,1880.94,14481500,30.57035,1893.574
3558362766,1.022856,1840.99,14490320,28.1745,1841.005
3558362767,1.078853,1871.438,14448170,31.05474,1871.348
3558362768,0.9844533,1848.88,14498380,26.58587,1848.991
3558362769,1.099997,1883.288,14455340,32.21018,1883.192
3558362770,0.7570135,1883.288,14475150,24.5602,1886.468
3558362771,1.004026,1886.468,14524730,28.96613,1901.434
3558362772,0.9726423,1924.157,14489670,25.68623,1924.075
3558362773,0.956614,1924.157,14569820,24.35956,1908.793
3558362774,0.9474008,1908.793,14493280,27.46504,1895.381
3558362775,0.7946047,1895.381,14464220,20.90579,1901.286
3558362776,0.8197451,1878.024,14488570,28.69898,1878.08
3558362777,0.9982864,1853.838,14482490,29.83313,1853.823
3558362778,0.8778294,1853.838,14486770,30.70045,1871.64
3558362779,0.8621475,1905.975,14454090,26.68614,1905.899
3558362780,1.006148,1863.066,14489000,28.41651,1863.14
3558362781,0.9059962,1863.066,14508680,32.00968,1850.847
3558362782,0.9710725,1872.759,14489150,30.21549,1872.715
3558362783,1.022982,1872.759,14497360,31.41839,1862.248
3558362784,0.9842003,1843.217,14495860,29.55201,1843.211
3558362785,0.9426588,1887.463,14530830,31.09192,1887.553
3558362786,0.939563,1867.913,14491930,29.86915,1867.815
3558362787,1.010049,1867.913,14478080,30.18573,1868.884
3558362788,0.9684221,1868.884,14484370,25.28648,1868.382
3558362789,1.038216,1868.382,14533450,31.10543,1855.622
3558362790,1.068944,1855.622,14497040,30.47269,1846.029
3558362791,1.045319,1846.029,14481290,29.89947,1862.757
3558362792,0.9847888,1898.989,14507460,31.9617,1899.055
3558362793,1.006648,1860.267,14516700,31.04768,1860.28
3558362794,1.053781,1879.543,14492570,35.92759,1879.492
3558362795,0.9855794,1879.543,14412370,31.83402,1895.132
3558362796,1.027064,1870.66,14505080,30.03893,1870.874
3558362797,0.9802734,1870.66,14544960,32.43771,1868.133
3558362798,1.013365,1889.459,14537170,29.21901,1889.443
3558362799,1.052244,1865.496,14470930,32.4098,1865.336
3558362800,1.038413,1865.496,14438990,31.05808,1854.285
3558362801,1.044826,1878.176,14533510,31.81098,1878.401
3558362802,0.9856759,1878.176,14479400,34.5458,1872.915
3558362803,1.074066,1872.915,14478100,38.09603,1854.581
3558362804,1.063884,1854.581,14445950,34.71522,1854.308
3558362805,0.9871534,1854.308,14515680,31.0292,1856.625
3558362811,1.112249,1856.625,14489810,38.25997,1872.65
3558362812,1.022689,1872.65,14504600,33.01586,1856.408
3558362813,0.9883816,1856.408,14447620,32.88388,1845.125
3558362814,1.142339,1845.125,14438430,39.19029,1857.735
3558362815,1.005743,1857.735,14437380,36.72946,1857.461
3558362816,0.9905924,1820.356,14417750,37.58658,1820.307
3558362817,1.026718,1820.356,14453160,35.43569,1819.21
3558362818,1.034845,1819.21,14426110,39.03597,1833.787
3558362819,1.049675,1833.787,14484030,34.04859,1851.189
3558362820,0.797846,1851.189,14400700,35.33282,1843.48
3558362821,1.024028,1843.48,14397640,35.75946,1854.589
3558362822,1.080281,1854.589,14425220,41.83951,1840.098
3558362823,0.9711818,1840.098,14466980,35.63385,1826.448
3558362824,1.158024,1826.448,14447590,40.44532,1831.905
3558362825,0.9782963,1831.905,14437030,38.39387,1839.338
3558362826,1.017415,1839.338,14451250,42.0576,1830.913
3558362827,1.074552,1830.913,14451790,38.89546,1843.644
3558362828,1.107344,1843.644,14426100,42.64259,1828.28
3558362829,0.9923088,1828.28,14423620,36.49691,1827.051
3558362830,1.105813,1827.051,14432850,38.83692,1819.691
3558362831,1.115263,1841.328,14444490,38.16895,1841.358
3558362832,1.09698,1841.328,14492540,39.00207,1837.733
3558362833,1.17474,1837.733,14424390,40.43738,1849.392
3558362834,1.109412,1849.392,14392020,40.47817,1835.919
3558362835,0.985322,1835.919,14432110,36.44007,1833.879
3558362836,1.144825,1812.038,14415890,38.73781,1811.999
3558362837,1.041274,1812.038,14401530,42.72381,1821.015
3558362838,1.122871,1821.015,14406670,42.96246,1832.149
3558362839,1.018681,1832.149,14364540,40.36094,1838.661
3558362840,1.055576,1812.179,14427600,43.50183,1812.32
3558362841,1.045284,1812.179,14448750,38.69548,1824.097
3558362842,0.9640429,1824.097,14383470,42.33511,1811.604
3558362843,1.154706,1832.078,14424230,39.31579,1832.174
3558362844,0.9784886,1792.891,14431990,44.00213,1792.902
3558362845,1.080676,1816.646,14349660,46.10873,1816.465
3558362846,0.9932002,1816.646,14398070,42.47134,1815.191
3558362847,1.098743,1842.254,14389460,43.3034,1842.237
3558362848,0.991163,1842.254,14429110,40.7689,1844.459
3558362849,1.043347,1823.895,14393570,45.92487,1823.812
3558362850,1.090701,1823.895,14455550,39.2585,1817.739
3558362851,1.048444,1817.74,14395240,38.24291,1817.226
3558362852,1.056568,1817.226,14444200,42.51786,1819.973
3558362853,1.144493,1801.811,14343530,44.8386,1801.582
3558362854,0.9854171,1801.811,14399040,41.426,1799.155
3558362855,1.035235,1817.914,14438550,39.3947,1818.006
3558362856,1.095467,1817.914,14430250,44.0694,1812.555
3558362857,1.082317,1812.555,14369480,44.46738,1799.152
3558362858,1.007092,1822.172,14448470,38.85797,1822.354
3558362859,0.9170643,1790.784,14419250,43.09294,1790.713
3558362860,1.111114,1790.784,14352000,46.1186,1799.057
3558362861,1.016689,1799.057,14395540,38.9627,1806.505
3558362862,1.023207,1840.576,14390490,44.71969,1840.568
3558362863,0.9363578,1840.576,14422220,36.88943,1824.985
3558362864,1.041776,1824.985,14407520,40.45771,1829.862
3558362865,1.054565,1829.861,14439520,40.6426,1831.82
3558362866,1.027403,1812.731,14435960,40.92346,1812.721
3558362867,1.079047,1812.731,14429920,41.50628,1806.34
3558362868,0.9954549,1806.34,14426940,41.48067,1817.847
3558362869,1.093626,1817.847,14376960,48.27891,1828.961
3558362870,0.8851133,1828.961,14397220,42.39782,1820.08
3558362871,0.9866748,1794.467,14383950,42.02261,1794.435
3558362872,0.9555532,1819.605,14371530,43.99798,1819.582
3558362873,1.052943,1819.605,14426250,41.86437,1822.634
3558362874,1.039252,1801.594,14456650,39.00159,1801.66
3558362875,0.9428345,1801.594,14386880,41.13025,1811.866
3558362876,0.9994363,1811.866,14372980,43.49403,1804.123
3558362877,0.9719637,1825.407,14383440,38.05954,1825.434
3558362878,0.995356,1787.095,14358130,48.49702,1787.032
3558362879,1.020134,1787.095,14355610,44.47531,1800.781
3558362880,1.019829,1800.781,14393020,41.33208,1815.647
3558362881,1.023643,1815.647,14407570,44.23696,1830.132
3558362882,0.9882462,1794.355,14389240,45.26675,1794.31
3558362883,1.025772,1794.355,14315070,44.57326,1795.002
3558362884,1.074111,1795.002,14335010,44.81566,1789.208
3558362885,1.103019,1826.012,14376710,43.07569,1826.111
3558362886,1.042695,1781.429,14327370,48.16578,1781.311
3558362887,1.082273,1806.115,14379390,44.73203,1806.24
3558362888,1.114243,1806.115,14366350,47.10194,1822.735
3558362889,1.063566,1803.236,14416930,47.15367,1803.349
3558362890,0.9335743,1803.236,14332520,46.45395,1798.845
3558362891,1.111707,1798.845,14341170,42.296,1813.489
3558362892,1.062688,1813.49,14389620,46.34026,1799.381
3558362893,0.9873484,1824.236,14339970,48.27532,1824.125
3558362894,1.050392,1824.236,14384550,43.72568,1813.319
3558362895,0.9811147,1813.319,14455430,40.87921,1808.547
3558362896,0.9237217,1789.828,14333110,46.32083,1789.552
3558362897,1.008574,1831.161,14363090,43.81461,1831.236
3558362898,1.006282,1798.146,14383560,44.63939,1798.185
3558362899,0.9802658,1798.146,14348530,42.80943,1789.634
3558362900,1.09962,1817.558,14383170,40.15843,1817.64
3558362901,1.045052,1817.558,14351770,49.8364,1813.334
3558362902,1.082908,1813.333,14378500,43.12118,1809.094
3558362903,1.085077,1809.094,14395250,45.0179,1824.351
3558362904,1.040997,1824.351,14385370,46.22838,1823.389
3558362905,0.9784163,1823.389,14387550,43.82078,1820.27
3558362906,0.9902784,1799.452,14423670,41.88707,1799.531
3558362907,1.07805,1799.452,14446690,44.72123,1791.152
3558362908,1.033681,1844.52,14412890,41.86082,1844.447
3558362909,1.014088,1807.313,14444160,43.01552,1807.374
3558362910,1.054597,1807.313,14414560,44.03521,1821.564
3558362911,1.038523,1802.237,14343760,45.79079,1802.075
3558362912,0.9850434,1802.237,14388900,44.05617,1797.272
3558362913,0.9563084,1797.272,14342170,45.78558,1814.385
3558362914,0.9897178,1814.385,14342880,44.84467,1811.671
3558362915,1.024738,1811.671,14375580,43.86425,1814.73
3558362916,0.9635531,1814.73,14425320,47.47188,1815.292
3558362917,0.9823691,1795.943,14460820,41.75729,1796.021
3558362918,1.013821,1795.943,14385600,44.09104,1802.869
3558362919,0.9961046,1802.869,14409500,43.57045,1818.738
3558362920,1.035964,1818.738,14433070,44.10952,1806.236
3558362921,1.088679,1839.503,14432110,41.71434,1839.504
3558362922,0.9729232,1839.503,14435790,41.69507,1829.405
3558362923,1.046995,1801.934,14398850,42.69775,1801.847
3558362924,1.008708,1801.934,14441850,39.90903,1800.448
3558362925,1.076075,1851.392,14390620,40.79472,1851.279
3558362931,1.026519,1797.531,14461000,42.98142,1797.679
3558362932,0.9649834,1818.171,14475890,40.41718,1818.213
3558362933,0.9759362,1818.171,14428220,39.16089,1816.654
3558362934,1.058872,1816.654,14471480,43.37219,1816.059
3558362935,1.015675,1816.059,14396280,41.82103,1814.79
3558362936,1.052139,1829.606,14507570,38.40312,1829.862
3558362937,0.9951894,1829.606,14490030,40.8991,1827.928
3558362938,0.9760636,1827.928,14472270,40.66184,1825.686
3558362939,0.9873011,1825.686,14475200,39.66667,1825.326
3558362940,1.11299,1801.452,14461610,42.97424,1801.419
3558362941,1.011485,1801.452,14517840,37.81671,1805.972
3558362942,0.9758903,1805.972,14450590,41.84797,1812.144
3558362943,1.021581,1830.705,14433300,40.22434,1830.667
3558362944,1.055226,1830.705,14441100,39.56024,1832.656
3558362945,1.016938,1792.857,14437760,42.76045,1792.845
3558362946,1.042005,1792.857,14451940,41.32443,1805.134
3558362947,1.09988,1805.134,14467850,43.2845,1815.259
3558362948,0.9510955,1815.259,14447700,39.88452,1822.071
3558362949,0.9258283,1822.071,14463310,35.08146,1816.74
3558362950,1.051816,1835.244,14418050,39.10282,1835.142
3558362951,1.131212,1816.17,14461030,40.16848,1816.264
3558362952,1.059847,1816.17,14459210,39.95407,1810.511
3558362953,1.013099,1829.413,14531810,36.91182,1829.581
3558362954,1.108043,1870.926,14474390,37.89312,1870.794
3558362955,1.028015,1799.004,14494020,36.37317,1799.036
3558362956,1.037094,1799.004,14522850,36.34276,1792.923
3558362957,1.023193,1792.923,14476820,38.75908,1808.309
3558362958,0.9765181,1826.521,14463100,40.03713,1826.491
3558362959,0.9914334,1826.521,14503480,37.60371,1838.205
3558362960,1.098862,1838.205,14415350,40.41597,1820.963
3558362961,0.9666838,1820.963,14468260,36.77234,1827.75
3558362962,0.9562874,1827.75,14536440,38.39083,1819.851
3558362963,0.9807288,1848.638,14471880,36.57775,1848.492
3558362964,1.124995,1848.638,14456970,37.69736,1834.233
3558362965,1.045857,1834.233,14485840,31.19769,1846.614
3558362966,1.039783,1846.614,14517550,34.47863,1832.16
3558362967,1.070544,1832.16,14470970,36.16199,1828.296
3558362968,1.091725,1828.296,14519990,33.55647,1818.846
3558362969,1.092853,1818.846,14518170,31.93564,1823.608
3558362970,1.039258,1823.608,14496680,38.12533,1821.281
3558362971,0.981012,1821.281,14455040,37.8077,1812.704
3558362972,1.020207,1812.704,14507300,35.88005,1822.38
3558362973,0.9394005,1822.38,14527130,35.84089,1810.109
3558362974,1.005811,1810.109,14509680,37.44476,1805.762
3558362975,1.122601,1805.762,14534340,32.91576,1820.896
3558362976,0.9387975,1820.896,14467060,34.46909,1804.853
3558362977,1.004777,1804.853,14476280,39.45358,1819.686
3558362978,1.005207,1819.686,14490550,37.19916,1825.52
3558362979,1.131485,1825.52,14478970,38.50271,1832.187
3558362980,1.018269,1803.653,14513970,34.34835,1803.729
3558362981,1.064474,1834.808,14531300,34.74294,1834.854
3558362982,0.954471,1811.998,14502900,35.98024,1811.928
3558362983,0.9926044,1834.419,14518230,40.83438,1834.459
3558362984,1.108677,1834.419,14474940,33.32456,1824.16
3558362985,0.9211811,1856.955,14541000,34.2989,1857.112
3558362986,1.09754,1834.395,14514000,34.27962,1834.327
3558362987,0.9987206,1805.381,14491270,34.68919,1805.329
3558362988,0.965185,1841.38,14501700,29.64959,1841.411
3558362989,0.9539768,1841.38,14465890,33.97563,1833.148
3558362990,1.032051,1833.148,14473560,37.71562,1825.116
3558362991,0.9020859,1825.116,14441860,37.573,1808.792
3558362992,0.976134,1808.792,14479700,39.23897,1806.104
3558362993,0.9616661,1806.104,14514480,35.62432,1812.986
3558362994,1.018308,1812.986,14486900,39.70681,1815.525
3558362995,1.0813,1815.525,14504990,34.11189,1817.261
3558362996,1.064699,1817.261,14499710,35.15653,1807.937
3558362997,1.066382,1807.937,14475170,39.05244,1824.752
3558362998,1.074886,1870.392,14467830,38.21513,1870.38
3558362999,1.077565,1829.566,14460300,38.07675,1829.555
3558363000,0.9699884,1829.566,14472310,41.82686,1838.207
3558363001,1.023037,1774.83,14477880,37.95836,1774.836
3558363002,1.066392,1826.615,14429910,41.85735,1826.517
3558363003,1.016785,1826.615,14489060,36.82697,1831.269
3558363004,0.9871442,1831.27,14492520,36.66763,1818.334
3558363005,1.086882,1818.334,14481900,39.39011,1821.292
3558363006,0.9972471,1821.292,14431050,40.1355,1835.461
3558363007,1.013379,1811.336,14403160,42.27644,1811.27
3558363008,1.00618,1811.336,14389850,41.9159,1800.109
3558363009,1.094426,1800.109,14413840,43.29615,1799.478
3558363010,1.034287,1799.478,14439790,42.04336,1801.367
3558363011,0.9970435,1823.805,14440780,38.74122,1823.81
3558363012,1.095788,1823.805,14473010,38.4302,1820.451
3558363013,0.9969507,1820.451,14454660,37.92892,1822.176
3558363014,1.053262,1822.176,14449950,39.34094,1814.259
3558363015,1.015531,1814.259,14486660,36.71535,1808.72
3558363016,1.016258,1828.399,14460860,37.48365,1828.342
3558363017,1.024265,1853.245,14485400,33.02522,1853.302
3558363018,1.137878,1832.52,14450160,36.12311,1832.434
3558363019,1.029068,1807.228,14512110,30.0262,1807.368
3558363020,1.002966,1842.951,14473780,40.70274,1842.869
3558363021,1.035515,1795.878,14441090,35.849,1795.796
3558363022,1.029363,1795.878,14512690,33.8021,1811.05
3558363023,0.9891676,1811.05,14462040,38.11157,1816.641
3558363024,1.091423,1816.641,14493900,34.75248,1821.179
3558363025,1.041185,1855.252,14480950,35.82946,1855.226
3558363026,1.027138,1855.252,14456270,34.0796,1836.877
3558363027,1.106715,1836.877,14446240,39.18841,1831.406
3558363028,1.050447,1831.406,14466120,34.72233,1827.822
3558363029,1.009655,1827.822,14498710,33.25109,1830.29
3558363030,0.9834987,1830.29,14463130,37.14254,1820.913
3558363031,1.023744,1820.913,14517240,33.89314,1822.489
3558363032,1.047661,1851.24,14457400,41.31832,1851.104
3558363033,0.9683883,1851.24,14502170,37.86725,1837.78
3558363034,1.068124,1837.78,14491010,37.90746,1844.32
3558363035,1.080315,1820.005,14483630,35.5063,1819.985
3558363036,1.094905,1820.005,14440790,37.77515,1832.83
3558363037,1.085556,1832.829,14477250,40.56021,1835.9
3558363038,1.040299,1797.48,14444340,38.51608,1797.402
3558363039,1.060238,1850.722,14493620,33.72544,1850.846
3558363040,1.041797,1821.532,14461980,36.01456,1821.451
3558363041,1.065054,1821.532,14471290,41.06523,1823.69
3558363042,0.9840904,1791.833,14445040,35.22794,1791.771
3558363043,1.016191,1818.389,14423060,37.16124,1818.344
3558363044,1.00321,1840.941,14484650,35.1887,1841.083
3558363045,1.019378,1820.531,14457680,38.22712,1820.465
3558363052,1.032752,1820.531,14403050,37.97725,1809.338
3558363053,1.112872,1829.65,14411320,40.81218,1829.671
3558363054,1.055216,1810.666,14442340,38.22991,1810.732
3558363055,1.114111,1854.179,14424510,41.98274,1854.145
3558363056,1.001549,1813.992,14411820,35.56676,1813.954
3558363057,1.108102,1813.992,14315460,42.61619,1798.325
3558363058,1.029161,1798.325,14357450,43.88737,1808.532
3558363059,1.075244,1808.532,14401580,41.19697,1811.619
3558363060,1.072901,1811.619,14374330,40.72945,1811.342
3558363061,1.028528,1830.632,14348780,40.69974,1830.575
3558363062,1.101568,1807.359,14384520,40.09054,1807.435
3558363063,1.189991,1807.359,14369090,36.85912,1810.298
3558363064,1.058031,1810.297,14377810,37.5769,1814.089
3558363065,1.080335,1814.089,14399350,37.1448,1812.97
3558363066,1.025667,1812.97,14388260,38.64002,1803.972
3558363067,1.058388,1803.972,14338900,40.8215,1791.547
3558363068,0.9567191,1818.183,14355350,39.94609,1818.223
3558363069,1.088781,1793.397,14324460,41.62582,1793.323
3558363070,1.033297,1793.397,14294390,44.09353,1801.773
3558363071,1.074241,1778.182,14333110,42.16584,1778.266
3558363072,0.9961894,1824.181,14343200,41.27738,1824.211
3558363073,1.01698,1797.533,14377360,34.40815,1797.603
3558363074,1.009187,1797.533,14388470,41.91351,1793.057
3558363075,1.034587,1818.819,14392300,39.09815,1818.831
3558363076,1.0513,1800.344,14368040,40.33858,1800.285
3558363077,1.165613,1800.344,14396160,43.05388,1791.544
3558363078,1.102412,1824.243,14376210,39.34162,1824.201
3558363079,1.071587,1824.243,14347250,41.18523,1812.648
3558363080,0.9441516,1812.648,14291850,44.13311,1802.263
3558363081,1.059635,1802.263,14316430,41.73255,1812.536
3558363082,1.043124,1793.701,14319850,42.18864,1793.707
3558363083,1.060209,1793.701,14353940,43.65968,1799.171
3558363084,1.137869,1799.171,14376570,44.32413,1796.594
3558363085,1.083966,1796.594,14338560,44.95225,1800.549
3558363086,1.079833,1800.548,14339240,43.75426,1810.772
3558363087,1.127705,1829.687,14329060,40.93404,1829.666
3558363088,1.030353,1782.068,14346660,45.11862,1782.1
3558363089,1.044078,1808.38,14296660,40.09653,1808.275
3558363090,1.164614,1826.908,14351840,41.10991,1827.034
3558363091,0.9746421,1826.908,14291390,46.97685,1810.077
3558363092,0.9857167,1810.078,14274790,43.91873,1794.53
3558363093,1.014475,1794.53,14348730,40.82184,1807.262
3558363094,1.026691,1807.262,14321440,42.88401,1800.667
3558363095,1.104086,1800.667,14301990,43.7856,1811.215
3558363096,1.029904,1811.215,14315780,40.14746,1820.928
3558363097,1.046417,1820.928,14353800,41.24084,1819.707
3558363098,1.109375,1819.707,14361120,45.04775,1815.533
3558363099,1.075602,1815.533,14344880,42.90659,1806.926
3558363100,0.9987598,1806.927,14326970,38.69691,1797.292
3558363101,1.060509,1797.292,14383600,43.46087,1786.379
3558363102,1.023937,1814.48,14366220,38.92685,1814.443
3558363103,1.084719,1814.48,14363790,37.66903,1821.074
3558363104,1.077026,1821.074,14380590,38.06824,1820.913
3558363105,1.037151,1798.224,14334630,42.94747,1798.119
3558363106,0.9752431,1798.224,14318550,40.10427,1800.673
3558363107,1.117215,1800.673,14267530,48.61624,1812.49
3558363108,1.04488,1812.49,14274590,45.77424,1806.505
3558363109,1.129505,1806.505,14335310,45.28174,1819.965
3558363110,0.9508529,1790.064,14294590,44.69956,1789.97
3558363111,1.062524,1768.355,14265000,47.19271,1768.29
3558363112,0.9741362,1768.355,14295620,44.70073,1783.692
3558363113,1.035499,1783.692,14278020,51.53009,1798.907
3558363114,1.174856,1819.781,14339670,44.13978,1819.923
3558363115,1.065712,1799.13,14296740,49.394,1799.029
3558363116,1.077099,1799.13,14316570,48.48596,1804.758
3558363117,1.117471,1804.758,14302740,46.09407,1817.329
3558363118,1.005002,1793.816,14282640,44.59261,1793.768
3558363119,1.027365,1793.816,14302460,43.80132,1807.537
3558363120,0.9791235,1807.537,14334980,44.57329,1818.175
3558363121,1.070316,1799.334,14266620,49.89396,1799.178
3558363122,1.008634,1823.868,14288890,46.9742,1823.923
3558363123,1.039165,1782.445,14318000,43.39594,1782.503
3558363124,1.080307,1813.007,14309230,44.49153,1812.994
3558363125,0.9839753,1813.007,14286860,45.95299,1810.456
3558363126,1.04418,1810.456,14300450,45.8891,1816.795
3558363127,1.015633,1816.795,14273250,46.02608,1808.016
3558363128,0.9630787,1808.016,14288410,45.54887,1805.924
3558363129,0.9805348,1805.924,14330090,47.56697,1811.931
3558363130,0.9609729,1790.974,14264900,47.03983,1790.826
3558363131,0.9398899,1790.974,14247340,47.11116,1792.452
3558363132,1.030892,1792.452,14285550,46.7222,1804.946
3558363133,0.949754,1804.946,14249450,49.58563,1793.931
3558363134,1.043325,1793.931,14331120,45.97678,1782.937
3558363135,0.9427151,1782.937,14284980,46.42355,1786.719
3558363136,1.12604,1786.719,14282940,48.83762,1801.674
3558363137,1.013635,1801.674,14271050,47.26638,1787.332
3558363138,1.018743,1787.332,14316140,48.59852,1802.733
3558363139,0.9768937,1802.733,14286800,52.09501,1798.928
3558363140,1.02579,1823.361,14313310,49.51694,1823.424
3558363141,0.9877394,1823.361,14307860,46.37281,1813.158
3558363142,1.063775,1813.158,14276000,47.10202,1806.8
3558363143,1.102604,1806.8,14241170,51.60484,1793.392
3558363144,1.154758,1793.392,14283180,51.43634,1786.827
3558363145,1.073539,1786.828,14252200,46.73415,1794.587
3558363146,1.003164,1774.01,14221300,48.3825,1773.939
3558363147,0.9821423,1828.092,14260050,48.90781,1828.189
3558363148,0.9722465,1782.908,14230130,51.65948,1782.832
3558363149,1.050015,1782.908,14275350,45.56638,1799.891
3558363150,1.040095,1799.891,14291230,50.56887,1800.26
3558363151,0.9598513,1800.26,14197850,52.74205,1807.553
3558363152,1.034807,1807.553,14242210,49.79938,1813.324
3558363153,0.939184,1813.324,14215640,53.92891,1795.926
3558363154,0.9979925,1826.832,14249150,50.54644,1826.911
