TheTime,C2H6,CH4,H2O,CH3OH,CH4_A
3558729710,3.013686,1943.092,8584129,14.85426,1943.017
3558729711,3.038851,1943.092,8658163,15.94133,1947.171
3558729712,3.014877,1947.171,8603114,13.51333,1954.086
3558729713,3.177942,1954.086,8651385,13.40512,1972.817
3558729714,2.972107,1995.01,8632020,9.526746,1994.964
3558729715,3.043364,1995.01,8629548,15.66348,1980.176
3558729716,3.06335,1980.176,8592672,16.53943,1987.414
3558729717,2.83893,1987.414,8570978,14.35835,1975.054
3558729718,2.872584,1975.054,8619387,11.74873,1990.887
3558729719,2.91057,1942.367,8614015,16.75974,1942.349
3558729720,2.954661,1977.591,8634519,13.81629,1977.651
3558729721,2.891072,1977.591,8622090,11.87925,1993.003
3558729722,2.853931,1960.352,8610685,13.21203,1960.32
3558729723,3.004522,1960.352,8619739,11.66386,1978.819
3558729724,2.79853,2000.376,8613646,13.82273,2000.364
3558729725,2.933319,1971.918,8670365,14.80649,1972.052
3558729726,2.848987,1971.918,8624236,12.00808,1956.127
3558729727,2.937432,1956.127,8665722,15.85642,1967.94
3558729728,2.847185,1967.94,8630818,12.71415,1971.917
3558729729,2.733125,1971.917,8568955,18.4686,1962.942
3558729730,2.833706,1962.942,8612874,16.645,1966.933
3558729731,2.768219,1966.933,8657221,14.1015,1956.058
3558729732,2.766667,1956.058,8676385,13.87025,1969.886
3558729733,2.730231,1940.283,8543051,17.96114,1939.956
3558729734,2.822197,1940.283,8590867,15.7636,1951.725
3558729735,2.70546,1951.725,8604785,12.65914,1956.154
3558729736,2.803421,1956.154,8626920,11.63563,1943.046
3558729737,2.731289,1943.046,8609093,13.55307,1955.229
3558729738,2.7068,1955.229,8592871,14.82289,1944.84
3558729739,2.702668,1944.84,8637707,11.59775,1951.229
3558729740,2.670467,1951.229,8654198,14.51042,1968.597
3558729741,2.691474,1948.066,8613729,11.23447,1947.965
3558729742,2.743734,1982.08,8598475,14.85374,1982.048
3558729743,2.714312,1982.08,8674992,14.4585,1965.453
3558729744,2.707701,1965.453,8657316,11.77691,1969.625
3558729745,2.702451,1969.625,8626710,14.90859,1962.54
3558729746,2.691947,1942.252,8606061,14.64521,1942.199
3558729747,2.80439,1975.607,8667786,13.11869,1975.766
3558729748,2.797532,1975.607,8618003,13.20738,1972.795
3558729749,2.884075,1944.175,8613521,14.55596,1944.161
3558729750,2.815125,1970.72,8672580,12.28814,1970.872
3558729751,2.84145,1970.72,8627492,11.10921,1956.358
3558729752,2.964755,1956.358,8604902,13.72213,1964.064
3558729753,2.958695,1964.064,8584912,12.82533,1959.931
3558729754,2.933786,1992.65,8653336,12.46806,1992.824
3558729755,3.023708,1992.65,8620122,13.2304,1985.32
3558729756,3.108192,1985.32,8612360,14.41209,1985.697
3558729757,3.116847,1960.275,8571224,16.95256,1960.171
3558729758,3.09432,1960.275,8602739,14.76455,1956.883
3558729759,3.177113,1977.442,8597591,16.16048,1977.431
3558729760,3.104266,1977.442,8635188,11.23323,1983.473
3558729761,3.148646,1983.473,8611553,15.90848,1983.68
3558729762,3.093028,1983.68,8644394,13.70923,1977.844
3558729763,3.019216,1977.844,8561759,13.18158,1964.022
3558729764,2.854253,1986.259,8592021,15.00151,1986.337
3558729765,2.89361,1964.599,8621253,14.17347,1964.665
3558729772,2.528966,1964.599,8590727,14.93261,1968.13
3558729773,2.529128,1968.13,8660455,13.36452,1967.003
3558729774,2.470004,1967.003,8572543,15.41574,1974.334
3558729775,2.521265,1974.334,8587991,15.37843,1960.393
3558729776,2.465564,1933.937,8561070,16.73161,1933.869
3558729777,2.441981,1945.601,8665680,10.82352,1945.86
3558729778,2.465702,1945.601,8616400,12.2203,1952.673
3558729779,2.429711,1952.673,8590810,14.56493,1951.534
3558729780,2.384376,1951.534,8600844,14.6158,1964.178
3558729781,2.438075,1964.178,8570933,16.37109,1945.005
3558729782,2.389507,1945.005,8606216,14.60242,1960.653
3558729783,2.36594,1960.653,8595257,15.81871,1964.15
3558729784,2.454386,1964.15,8573761,10.71792,1963.906
3558729785,2.443842,1963.906,8662715,11.76209,1975.9
3558729786,2.408332,1943.946,8659900,13.74464,1943.936
3558729787,2.465264,1993.013,8654478,14.69714,1993.008
3558729788,2.493078,1958.491,8552922,14.66899,1958.233
3558729789,2.484504,1958.491,8629955,14.93402,1974.023
3558729790,2.475937,1974.023,8635684,9.581172,1980.736
3558729791,2.470469,1980.736,8612105,14.03786,1975.562
3558729792,2.363524,1975.562,8641784,10.90521,1968.975
3558729793,2.414699,1968.975,8570045,13.86567,1970.658
3558729794,2.508947,1947.42,8603900,16.78608,1947.5
3558729795,2.50906,1947.42,8647494,11.19192,1963.277
3558729796,2.497607,1963.276,8594597,13.62171,1971.159
3558729797,2.524897,1971.159,8599060,16.01443,1986.684
3558729798,2.543497,1939.198,8638726,11.93289,1939.289
3558729799,2.54779,1939.198,8615528,14.1012,1956.53
3558729800,2.471356,1956.53,8637408,12.37787,1962.725
3558729801,2.506451,1962.725,8588978,16.0597,1966.097
3558729802,2.646798,1966.097,8559952,18.75682,1965.704
3558729803,2.693393,1965.704,8557258,14.22447,1953.412
3558729804,2.631516,1953.412,8542454,16.03677,1956.928
3558729805,2.637086,1956.928,8571338,16.10075,1960.329
3558729806,2.662033,1960.329,8575100,13.64712,1944.049
3558729807,2.618359,1974.871,8620097,14.65607,1974.985
3558729808,2.620912,1974.871,8613458,14.97068,1956.468
3558729809,2.611876,1956.468,8584259,13.78966,1947.63
3558729810,2.576521,1967.838,8623750,10.80903,1967.937
3558729811,2.577304,1967.838,8616714,13.90579,1965.767
3558729812,2.467035,1965.767,8623726,12.87241,1981.242
3558729813,2.525343,1943.622,8587154,14.8328,1943.53
3558729814,2.378224,1943.622,8597438,17.31325,1946.191
3558729815,2.500742,1977.73,8571831,17.41263,1977.671
3558729816,2.515815,1977.73,8615534,15.19588,1965.068
3558729817,2.438456,1965.068,8575864,14.88801,1956.033
3558729818,2.47863,1956.033,8625757,16.49436,1971.851
3558729819,2.493873,1971.851,8605870,14.66572,1959.551
3558729820,2.587523,1959.551,8614131,12.88621,1944.824
3558729821,2.556119,1944.824,8539771,18.09919,1941.056
3558729822,2.613196,1968.382,8551912,15.11151,1968.415
3558729823,2.531089,1968.382,8538306,12.0764,1969.406
3558729824,2.672539,1969.406,8607918,15.13714,1957.264
3558729825,2.675805,1957.264,8581649,13.42417,1943.902
3558729826,2.755056,1966.293,8573106,11.60229,1966.275
3558729827,2.823163,1966.293,8605263,14.27467,1953.481
3558729828,2.765913,1992.91,8600892,14.35234,1992.904
3558729829,2.630383,1947.885,8600449,15.27017,1947.875
3558729830,2.51174,1947.885,8610715,11.48472,1933.092
3558729831,2.474935,1963.906,8571078,16.84817,1963.812
3558729832,2.500621,1963.906,8599200,13.89937,1978.258
3558729833,2.569874,1953.904,8513321,19.10644,1953.692
3558729834,2.664351,1953.904,8568358,13.3556,1938.346
3558729835,2.783326,1938.346,8573120,15.2904,1946.665
3558729836,2.930238,1946.665,8584511,14.04328,1965.693
3558729837,3.081946,1965.693,8579173,13.84985,1951.276
3558729838,3.250053,1976.618,8633064,13.78412,1976.754
3558729839,3.399087,1976.618,8606026,13.14859,1991.996
3558729840,3.496581,1991.996,8572059,15.04359,1983.5
3558729841,3.185057,1943.494,8569338,14.67301,1943.483
3558729842,3.088053,1967.534,8590151,20.7887,1967.593
3558729843,2.821186,1967.534,8554528,13.35029,1973.382
3558729844,2.751435,1973.381,8588300,12.10963,1971.501
3558729845,2.663644,1971.5,8531568,13.74703,1979.489
3558729846,2.787848,1935.025,8628249,18.30091,1935.253
3558729847,2.839462,1949.467,8506457,16.12139,1949.177
3558729848,2.938073,1947.054,8608181,13.10624,1947.299
3558729849,2.84563,1947.054,8557107,14.78471,1938.197
3558729850,2.805372,1938.197,8554881,13.95546,1954.574
3558729851,2.703398,1954.574,8530115,15.62712,1951.406
3558729852,2.72377,1951.406,8603491,14.66266,1936.875
3558729853,2.750679,1936.875,8544199,14.06921,1948.405
3558729854,2.748692,1948.405,8613161,12.16229,1961.025
3558729855,2.662923,1961.025,8622517,14.4732,1962.481
3558729856,2.53515,1989.608,8616636,14.3145,1989.596
3558729857,2.604315,1989.608,8605774,12.47081,1985.135
3558729858,2.510648,1985.135,8513734,14.15498,1967.924
3558729859,2.554296,1967.924,8535022,14.6,1982.941
3558729860,2.584236,1938.658,8584279,17.27345,1938.772
3558729861,2.455133,1965.145,8543478,13.24723,1965.053
3558729862,2.476923,1938.897,8628561,12.6495,1939.097
3558729863,2.493677,1938.897,8559939,15.08374,1956.112
3558729864,2.465073,1929.073,8526196,15.52917,1928.989
3558729865,2.557826,1953.542,8584572,16.07975,1953.69
3558729866,2.590478,1976.791,8521380,15.37417,1976.634
3558729867,2.476265,1956.215,8563670,14.01239,1956.313
3558729868,2.556349,1956.215,8606380,11.25702,1961.066
3558729869,2.598981,1961.066,8553829,15.97685,1953.485
3558729870,2.618633,1953.485,8625379,15.11692,1963.591
3558729871,2.603951,1963.591,8591520,16.52944,1945.186
3558729872,2.688941,1973.717,8592608,14.07744,1973.723
3558729873,2.652218,1973.717,8587130,14.66454,1967.797
3558729874,2.616917,1967.797,8546698,15.80607,1965.501
3558729875,2.615733,1965.501,8545289,13.09258,1969.875
3558729876,2.66747,1933.966,8579020,13.60511,1934.043
3558729877,2.657606,1933.966,8531571,13.75488,1953.01
3558729878,2.702418,1953.01,8539954,12.87925,1953.66
3558729879,2.685315,1953.66,8571518,11.24988,1947.864
3558729880,2.726812,1947.864,8612718,13.33434,1963.493
3558729881,2.774637,1963.493,8597258,11.65794,1973.336
3558729882,2.775321,1973.336,8550774,14.24938,1988.678
3558729883,2.83238,1957.926,8567315,11.10082,1957.963
3558729884,2.81254,1928.072,8602148,13.47652,1928.156
3558729885,2.728189,1949.146,8531117,13.70781,1948.978
3558729892,2.885929,1949.146,8610639,8.566834,1960.49
3558729893,2.841654,1960.49,8566233,15.17386,1973.286
3558729894,2.823256,2003.203,8594317,14.62275,2003.277
3558729895,2.89878,1962.931,8560489,13.02695,1962.84
3558729896,3.066675,1962.931,8579481,13.05462,1969.291
3558729897,3.0845,1969.291,8570286,14.12866,1966.255
3558729898,3.088151,1966.255,8572211,9.862573,1985.025
3558729899,3.035933,1985.025,8523179,10.90799,1965.328
3558729900,3.119282,1996.944,8616258,14.00122,1997.18
3558729901,3.010455,1957.082,8569621,13.10644,1956.96
3558729902,2.929343,1995.207,8531083,12.07323,1995.12
3558729903,2.935068,1995.207,8583718,11.38161,1988.072
3558729904,2.912461,1988.072,8578404,12.95816,1977.338
3558729905,2.907897,1977.338,8568115,14.85323,1991.402
3558729906,2.853768,1968.04,8572607,13.25242,1968.049
3558729907,2.934417,1968.04,8621580,8.625548,1976.932
3558729908,2.848072,1976.932,8618302,11.67988,1978.059
3558729909,2.88423,1978.059,8562099,11.23113,1978.782
3558729910,2.790192,1978.782,8563230,11.22724,1984.262
3558729911,2.831228,1953.81,8545531,10.33104,1953.763
3558729912,2.781348,1981.613,8588277,14.51417,1981.726
3558729913,2.798544,1955.261,8557265,13.14313,1955.179
3558729914,2.808184,1955.261,8547319,11.80038,1969.098
3558729915,2.809734,1969.098,8536936,14.27232,1983.278
3558729916,2.77728,1983.278,8570332,11.81772,1979.397
3558729917,2.969354,1979.397,8560394,11.3325,1970.68
3558729918,3.163267,1970.68,8550224,12.73666,1972.933
3558729919,3.126537,1972.933,8541495,12.90638,1984.326
3558729920,3.215345,1984.326,8597362,13.80995,1984.678
3558729921,3.217573,1984.678,8530376,11.37516,1987.558
3558729922,3.281761,1987.558,8550884,9.113945,1971.014
3558729923,3.136234,1971.014,8585809,7.004644,1983.311
3558729924,3.289512,1983.311,8526062,13.42512,1965.397
3558729925,3.366332,2003.033,8588213,11.53269,2003.193
3558729926,3.401583,1974.299,8536723,14.10343,1974.164
3558729927,3.434324,1974.299,8583082,10.82058,1986.939
3558729928,3.246413,1953.94,8553823,11.95667,1953.865
3558729929,3.106395,1980.027,8553014,9.840192,1980.032
3558729930,2.991872,1980.027,8568281,10.1956,1970.804
3558729931,2.937729,1996.13,8543702,12.69674,1996.071
3558729932,2.804652,1996.13,8562023,11.06953,1982.012
3558729933,2.758404,1982.012,8575856,10.29035,1962.355
3558729934,2.783695,1962.355,8590731,13.14262,1978.809
3558729935,2.73234,1978.809,8598196,12.91086,1967.625
3558729936,2.86255,1967.625,8564970,13.30845,1980.697
3558729937,2.904946,1960.006,8546968,10.6603,1959.959
3558729938,3.0559,1988.647,8560408,13.27038,1988.686
3558729939,3.185017,1988.647,8548987,12.18909,1989.537
3558729940,3.215148,1989.537,8558913,11.67667,1988.253
3558729941,3.293882,1988.253,8575594,11.75182,1975.713
3558729942,3.281586,2017.25,8582671,10.52122,2017.272
3558729943,3.237224,1977.612,8554080,11.0708,1977.532
3558729944,3.150083,1977.612,8536027,13.69379,1995.469
3558729945,3.152253,1995.469,8561338,10.51527,2005.949
3558729946,3.171414,1976.787,8541421,11.20179,1976.735
3558729947,3.133056,1976.787,8585246,11.31474,1992.412
3558729948,3.231343,1992.412,8541583,9.563006,1977.174
3558729949,3.411458,1977.174,8589572,9.743194,1975.379
3558729950,3.279327,1975.38,8587300,11.05716,1976.418
3558729951,3.39749,1976.418,8509600,13.60805,1987.276
3558729952,3.432811,2036.548,8581801,13.45926,2036.738
3558729953,3.353442,1976.708,8516811,13.92066,1976.535
3558729954,3.338719,1976.708,8503102,11.8424,1973.959
3558729955,3.248057,1973.959,8526653,13.18371,1975.066
3558729956,3.183731,1975.066,8527856,13.48805,1967.339
3558729957,3.206409,1967.339,8554534,14.07055,1951.588
3558729958,3.211741,1971.472,8521651,12.89046,1971.392
3558729959,3.311251,1971.472,8560933,14.37544,1967.8
3558729960,3.247922,1993.336,8559748,10.73827,1993.336
3558729961,3.32463,1993.336,8536776,12.07528,2005.708
3558729962,3.159039,2005.708,8473736,14.2834,1994.609
3558729963,3.234369,1966.844,8561056,12.5474,1967.072
3558729964,3.248073,2004.257,8509295,12.94295,2004.118
3558729965,3.333256,1972.892,8487272,12.31708,1972.83
3558729966,3.452428,1972.892,8528055,14.6677,1985.159
3558729967,3.638014,1956.453,8506543,12.48288,1956.397
3558729968,4.048342,2003.233,8522417,13.41549,2003.282
3558729969,4.034739,1971.161,8575997,7.87552,1971.284
3558729970,4.090552,1971.161,8534662,10.1741,1984.876
3558729971,4.098838,1984.876,8524733,12.58808,1974.727
3558729972,4.052862,1974.727,8558714,10.3308,1984.325
3558729973,4.079481,1984.325,8524307,10.49829,1992.233
3558729974,4.132366,1992.233,8542011,13.3479,1999.584
3558729975,3.990775,1999.583,8561705,7.975012,2009.178
3558729976,4.064673,1972.696,8597763,13.32514,1972.781
3558729977,4.021624,1972.696,8531486,10.43668,1988.671
3558729978,4.031454,1988.671,8500958,9.606807,1989.112
3558729979,3.948914,1989.112,8525501,12.70398,1977.947
3558729980,3.946339,1977.947,8521843,10.92466,1987.517
3558729981,3.787723,1987.517,8505870,8.749492,2001.497
3558729982,3.783484,1962.069,8586520,9.511488,1962.262
3558729983,3.653688,1962.069,8541552,10.76813,1966.057
3558729984,3.694431,2008.36,8520862,14.97748,2008.312
3558729985,3.91414,2008.36,8534945,11.2812,1997.103
3558729986,4.043145,1997.103,8520509,10.48598,1984.777
3558729987,4.049977,2005.031,8519682,10.76257,2005.032
3558729988,4.033962,1978.638,8481370,11.44037,1978.538
3558729989,4.035663,1978.638,8507204,14.73024,1995.974
3558729990,4.019687,1995.974,8525393,9.615591,1988.704
3558729991,3.828333,1988.704,8556426,10.61154,1984.03
3558729992,3.723413,1984.03,8532582,12.27111,1990.256
3558729993,3.558164,1990.256,8546969,10.15244,1974.4
3558729994,3.59385,1974.4,8525113,10.49367,1982.737
3558729995,3.70063,2008.929,8586717,12.68085,2009.086
3558729996,3.73321,2008.929,8495907,11.76481,1997.816
3558729997,3.799077,1997.816,8580330,8.707065,1994.26
3558729998,3.519921,1994.26,8540583,11.8085,1983.261
3558729999,3.380012,2009.454,8544934,11.67345,2009.468
3558730000,3.249537,1979.586,8524175,10.83143,1979.528
3558730001,3.178772,1979.586,8482586,11.2717,1994.87
3558730002,3.267488,1994.87,8506595,13.11771,1978.469
3558730003,3.297728,2014.61,8579054,10.85816,2014.796
3558730004,3.287446,1992.395,8599657,10.52969,1992.44
3558730005,3.301254,1992.395,8524603,13.08685,2000.802
3558730011,3.879891,1969.325,8463008,13.04615,1969.17
3558730012,4.0313,2004.038,8553138,15.46084,2004.272
3558730013,4.069818,2004.038,8508655,11.70275,1984.494
3558730014,4.118637,1984.494,8502916,12.86926,1992.173
3558730015,3.982558,1992.173,8484327,10.09223,1996.59
3558730016,3.982532,1996.59,8504861,13.60721,1999.986
3558730017,3.783819,1999.986,8492400,10.06369,2003.655
3558730018,3.716654,1945.646,8445717,15.20128,1945.527
3558730019,3.734183,2005.067,8466182,12.92454,2005.132
3558730020,3.773284,2005.067,8510052,10.64581,1994.309
3558730021,3.879752,1994.309,8496469,12.41059,2001.301
3558730022,4.060976,2031.491,8542163,10.17316,2031.611
3558730023,3.999714,1994.047,8499045,14.4534,1993.932
3558730024,4.033206,1994.047,8508254,12.69258,2000.999
3558730025,4.128721,2000.999,8501469,13.51886,2018.434
3558730026,4.194471,2018.434,8498032,13.16048,2027.754
3558730027,4.247705,2001.056,8520564,12.55446,2001.11
3558730028,4.258655,2001.056,8512426,11.18476,2016.145
3558730029,4.324701,2016.145,8480661,11.67136,2014.311
3558730030,4.375069,2014.311,8472521,12.93078,2013.963
3558730031,4.382284,1988.134,8458319,17.08381,1988.096
3558730032,4.155449,1988.134,8515043,12.34544,2005.194
3558730033,3.874398,2005.194,8495834,13.36434,2003.88
3558730034,3.516083,2003.88,8552536,13.47426,2021.943
3558730035,3.295462,1970.626,8502949,12.86807,1970.497
3558730036,3.165236,1970.626,8430158,15.24002,1986.476
3558730037,3.103315,1986.476,8423877,14.26702,1993.879
3558730038,3.267405,1993.879,8480489,9.771158,1991.839
3558730039,3.531669,2016.877,8474927,13.70632,2016.866
3558730040,3.629922,1990.696,8482033,12.02623,1990.708
3558730041,3.754631,1990.696,8481420,13.96748,1992.16
3558730042,3.751459,1992.16,8473042,12.83901,2009.632
3558730043,3.867811,2009.632,8454192,11.52306,1996.342
3558730044,3.914689,1996.342,8524477,13.8626,1979.831
3558730045,3.926277,1979.831,8497106,12.60216,1978.223
3558730046,4.020505,1978.223,8408522,12.74934,1994.326
3558730047,3.964635,1994.326,8439767,15.44037,1977.406
3558730048,3.947568,1977.406,8408225,16.47072,1976.315
3558730049,4.082499,1963.878,8540943,11.20871,1964.203
3558730050,4.019306,2007.286,8475990,14.13663,2007.13
3558730051,4.077662,1973.583,8450715,15.34127,1973.512
3558730052,3.966733,1973.583,8472226,10.24679,1973.834
3558730053,4.078519,1973.834,8479260,13.67743,1987.412
3558730054,3.992842,1959.886,8506621,14.11451,1959.95
3558730055,3.946017,1959.886,8406831,14.05676,1964.976
3558730056,3.838321,1964.976,8437992,12.84621,1961.172
3558730057,3.823752,2009.475,8450451,12.96446,2009.511
3558730058,3.865971,1950.805,8404171,13.04958,1950.68
3558730059,3.9328,1950.805,8449064,14.88453,1964.429
3558730060,3.860636,2004.743,8422459,16.67893,2004.681
3558730061,3.839152,1967.857,8431872,11.82326,1967.871
3558730062,3.826988,1967.857,8459774,12.79153,1954.991
3558730063,3.771324,1954.991,8479730,12.55851,1974.205
3558730064,3.767699,1974.205,8407707,13.64745,1969.042
3558730065,3.583224,1990.019,8441471,14.0167,1990.105
3558730066,3.686817,1990.019,8421127,13.68073,1992.024
3558730067,3.672357,1960.44,8467924,15.42022,1960.551
3558730068,3.494744,2002.474,8437233,16.10923,2002.405
3558730069,3.45618,1971.255,8415507,12.03707,1971.193
3558730070,3.425106,1971.255,8387378,13.92407,1961.831
3558730071,3.45541,1961.831,8387882,17.20093,1973.902
3558730072,3.367936,1997.092,8433678,13.44425,1997.209
3558730073,3.379902,1997.092,8444037,17.12617,1983.371
3558730074,3.344749,1946.265,8443069,14.18975,1946.258
3558730075,3.345907,1983.41,8491736,12.66764,1983.539
3558730076,3.281377,1983.41,8408473,16.60564,1969.676
3558730077,3.388326,1990.249,8417073,15.886,1990.273
3558730078,3.272521,1969.226,8420412,13.84294,1969.229
3558730079,3.373706,1991.11,8485962,13.67313,1991.278
3558730080,3.300509,1991.11,8408194,11.59553,2001.281
3558730081,3.42935,2001.281,8443321,16.68752,1997.011
3558730082,3.32391,1997.011,8453046,16.43121,1993.699
3558730083,3.24465,1933.92,8415856,13.13147,1933.824
3558730084,3.344777,1988.2,8455162,11.74207,1988.31
3558730085,3.519007,1988.2,8455547,12.38459,1977.609
3558730086,3.617609,1977.609,8449642,11.84842,1982.409
3558730087,3.800937,1982.409,8423861,10.67628,1968.948
3558730088,3.832212,1991.849,8485573,13.37831,1992.006
3558730089,3.839851,1966.832,8491996,12.35509,1966.843
3558730090,3.742494,2001.666,8494338,11.82478,2001.679
3558730091,3.699288,2001.666,8428306,14.7103,1995.076
3558730092,3.660519,1995.076,8440337,12.29879,1983.998
3558730093,3.470467,2010.827,8435668,11.60366,2010.818
3558730094,3.499872,1983.492,8473325,13.56662,1983.579
3558730095,3.387521,1983.492,8487710,14.21763,1988.261
3558730096,3.390226,1988.261,8393561,14.86447,1989.447
3558730097,3.363874,1989.447,8425140,12.36324,1981.052
3558730098,3.349268,1981.052,8453565,11.83254,1990.752
3558730099,3.38546,1990.752,8416483,13.57939,2008.849
3558730100,3.371456,1972.855,8480735,11.35122,1973.009
3558730101,3.40085,1972.855,8404805,13.47646,1972.029
3558730102,3.471558,1972.029,8431006,13.90136,1962.542
3558730103,3.496791,1990.395,8454130,14.00568,1990.455
3558730104,3.364135,1990.395,8390562,14.25373,1991.404
3558730105,3.345082,1991.404,8418953,15.51732,1974.623
3558730106,3.240458,1974.623,8462147,12.47818,1961.358
3558730107,3.307054,2002.367,8420681,16.93732,2002.268
3558730108,3.455213,2002.367,8437494,14.60697,1990.265
3558730109,3.551323,1990.265,8393271,17.65773,1994.948
3558730110,3.761453,2027.951,8455487,12.56998,2028.113
3558730111,3.694819,1990.5,8411270,16.37205,1990.382
3558730112,3.784554,1990.5,8380974,18.36197,1981.699
3558730113,3.863582,2018.931,8422915,14.60598,2019.041
3558730114,3.901534,1990.376,8401921,12.63893,1990.316
3558730115,3.920307,1990.376,8414172,13.70154,1997.756
3558730116,3.923821,1997.756,8381339,14.84614,1983.321
3558730117,3.900434,2003.802,8401763,12.71988,2003.855
3558730118,3.932568,2003.802,8426427,13.88823,1992.089
3558730119,3.827922,1970.605,8409044,12.60015,1970.56
3558730120,3.923336,2005.056,8413799,12.17705,2005.074
3558730121,3.900032,2005.056,8432017,12.96324,2007.151
3558730122,3.921548,2007.151,8416222,12.25202,1991.83
3558730123,3.918268,1991.83,8413925,17.12508,2000.322
3558730124,3.748635,2000.322,8415033,13.35859,2015.366
3558730125,3.748631,1978.481,8368469,16.4069,1978.362
3558730126,3.652906,1978.481,8406580,14.84242,1984.356
3558730132,3.45147,1984.355,8425967,13.46986,1979.038
3558730133,3.394845,1979.038,8424086,12.98026,1988.437
3558730134,3.402555,1988.437,8397498,13.80995,1981.23
3558730135,3.454705,1981.23,8416572,14.78741,1977.986
3558730136,3.459593,2008.116,8459104,12.12292,2008.226
3558730137,3.552297,2008.116,8413548,16.029,1998.303
3558730138,3.473936,1998.302,8409040,10.78491,2002.968
3558730139,3.530391,2002.968,8416231,12.9972,1993.475
